                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.1133,                0.54214,                 1.0611,                0.76969,                0.11169,                  0.262,                 0.1146,                 3.3195,                 5.2619,                 2.9179,             0.00078103,             0.00078103,             0.00078103
                    153,                 1.0874,                0.54286,                 1.0551,                0.76969,                0.11169,                  0.262,                 0.1146,                 3.3195,                 5.2619,                 2.9179,             0.00077883,             0.00077883,             0.00077883
                    154,                 1.1346,                0.59694,                 1.0865,                0.96429,                0.21853,                0.32745,                0.17837,                 3.0692,                 4.6115,                 2.6781,             0.00077663,             0.00077663,             0.00077663
                    155,                  1.211,                0.61428,                 1.1012,                0.79038,                0.20901,                0.22223,                0.11156,                 3.2691,                 5.0076,                 2.8872,             0.00077443,             0.00077443,             0.00077443
                    156,                 1.1795,                0.63841,                 1.1321,                0.93292,                0.18701,                0.28924,                0.15774,                 3.0884,                 4.5971,                 2.7098,             0.00077223,             0.00077223,             0.00077223
                    157,                 1.1323,                0.59651,                 1.0676,                0.93292,                0.18701,                0.28924,                0.15774,                 3.0884,                 4.5971,                 2.7098,             0.00077003,             0.00077003,             0.00077003
                    158,                 1.1171,                0.57641,                 1.0984,                0.65783,                0.26613,                0.36275,                0.19488,                 2.7561,                 3.9089,                 2.3763,             0.00076783,             0.00076783,             0.00076783
                    159,                 1.0817,                0.54811,                 1.0673,                0.64347,                0.51606,                0.66464,                0.35195,                 2.0905,                 2.1749,                 1.7754,             0.00076563,             0.00076563,             0.00076563
                    160,                 1.0973,                0.60436,                 1.1034,                0.94209,                0.88667,                0.94644,                0.51685,                 1.8257,                0.87527,                 1.4969,             0.00076343,             0.00076343,             0.00076343
                    161,                 1.0841,                0.57881,                 1.0566,                0.94209,                0.88667,                0.94644,                0.51685,                 1.8257,                0.87527,                 1.4969,             0.00076123,             0.00076123,             0.00076123
                    162,                 1.0719,                0.55608,                 1.0476,                0.89785,                0.94099,                0.95024,                0.55395,                 1.7458,                0.78922,                 1.4365,             0.00075904,             0.00075904,             0.00075904
                    163,                 1.1438,                0.57544,                 1.0705,                0.93733,                0.96087,                  0.977,                0.66461,                 1.3289,                0.61491,                 1.2079,             0.00075684,             0.00075684,             0.00075684
                    164,                 1.0859,                0.57719,                  1.048,                0.93106,                0.97143,                0.98365,                0.69295,                 1.1997,                0.59355,                 1.1404,             0.00075464,             0.00075464,             0.00075464
                    165,                  1.187,                0.56847,                 1.1268,                0.93106,                0.97143,                0.98365,                0.69295,                 1.1997,                0.59355,                 1.1404,             0.00075244,             0.00075244,             0.00075244
                    166,                 1.2032,                0.57111,                 1.1101,                0.92426,                0.95051,                 0.9876,                0.72045,                 1.1859,                0.57686,                  1.135,             0.00075024,             0.00075024,             0.00075024
                    167,                 1.1852,                 0.5689,                 1.0961,                0.92899,                0.94725,                0.99377,                0.72569,                 1.2041,                0.56285,                 1.1466,             0.00074804,             0.00074804,             0.00074804
                    168,                 1.1389,                0.55137,                 1.0944,                0.90422,                0.96118,                0.99377,                0.64855,                 1.4014,                0.59608,                 1.2588,             0.00074584,             0.00074584,             0.00074584
                    169,                 1.1374,                0.55759,                 1.1168,                0.90422,                0.96118,                0.99377,                0.64855,                 1.4014,                0.59608,                 1.2588,             0.00074364,             0.00074364,             0.00074364
                    170,                 1.1339,                 0.5645,                 1.1183,                 0.9466,                0.97455,                0.99377,                0.61372,                 1.5506,                0.55032,                 1.3501,             0.00074144,             0.00074144,             0.00074144
                    171,                 1.1453,                0.56877,                 1.1069,                0.93829,                0.96535,                0.98869,                0.63187,                 1.4423,                0.57279,                 1.2714,             0.00073924,             0.00073924,             0.00073924
                    172,                 1.0538,                0.52708,                 1.0413,                 0.9521,                0.97143,                 0.9561,                0.65282,                 1.2999,                 0.5467,                 1.1857,             0.00073704,             0.00073704,             0.00073704
                    173,                  1.093,                0.53613,                 1.0805,                 0.9521,                0.97143,                 0.9561,                0.65282,                 1.2999,                 0.5467,                 1.1857,             0.00073484,             0.00073484,             0.00073484
                    174,                 1.1327,                0.58073,                 1.1372,                0.95009,                0.95549,                0.95537,                0.66476,                 1.2114,                0.54192,                 1.1306,             0.00073264,             0.00073264,             0.00073264
                    175,                 1.1198,                0.55404,                 1.1269,                0.96217,                0.97143,                0.95923,                0.67158,                  1.208,                0.53401,                 1.1321,             0.00073044,             0.00073044,             0.00073044
                    176,                  1.138,                0.55756,                 1.1223,                0.95615,                0.96005,                0.97879,                0.63421,                 1.3755,                0.56076,                 1.2251,             0.00072824,             0.00072824,             0.00072824
                    177,                 1.0716,                0.54747,                 1.0677,                0.95615,                0.96005,                0.97879,                0.63421,                 1.3755,                0.56076,                 1.2251,             0.00072604,             0.00072604,             0.00072604
                    178,                 1.1046,                0.58052,                 1.0634,                 0.9489,                0.96488,                0.99059,                0.61568,                 1.4726,                0.55174,                 1.2845,             0.00072384,             0.00072384,             0.00072384
                    179,                 1.1411,                0.58894,                 1.0458,                0.97286,                 0.9919,                  0.995,                0.63086,                 1.4743,                0.50162,                 1.2892,             0.00072164,             0.00072164,             0.00072164
                    180,                 1.1016,                0.57331,                  1.097,                0.97205,                0.97713,                0.98608,                0.63169,                 1.4113,                0.49524,                 1.2538,             0.00071944,             0.00071944,             0.00071944
                    181,                 1.1376,                0.53004,                 1.0717,                0.97205,                0.97713,                0.98608,                0.63169,                 1.4113,                0.49524,                 1.2538,             0.00071724,             0.00071724,             0.00071724
                    182,                 1.0813,                0.53337,                 1.0405,                0.97409,                0.97143,                0.97376,                0.61883,                 1.4353,                0.52425,                 1.2613,             0.00071504,             0.00071504,             0.00071504
                    183,                 1.0704,                0.52857,                   1.07,                0.94563,                0.97125,                0.96402,                0.62317,                 1.4553,                0.57499,                 1.2653,             0.00071284,             0.00071284,             0.00071284
                    184,                 1.0153,                0.49154,                 1.0376,                0.78582,                0.96386,                0.96053,                0.62606,                 1.4144,                0.68982,                 1.2509,             0.00071064,             0.00071064,             0.00071064
                    185,                 1.1394,                0.53053,                  1.125,                0.78582,                0.96386,                0.96053,                0.62606,                 1.4144,                0.68982,                 1.2509,             0.00070844,             0.00070844,             0.00070844
                    186,                 1.0281,                 0.5244,                 1.0204,                0.77092,                0.91654,                0.95879,                0.65839,                 1.2521,                  0.698,                 1.1683,             0.00070624,             0.00070624,             0.00070624
                    187,                 1.0976,                0.57308,                 1.0738,                0.80304,                0.90572,                0.90024,                0.64474,                  1.144,                0.65568,                 1.1136,             0.00070404,             0.00070404,             0.00070404
                    188,                 1.1165,                0.53375,                 1.0752,                0.82273,                0.90776,                0.91708,                0.63322,                 1.2477,                0.66658,                 1.1643,             0.00070184,             0.00070184,             0.00070184
                    189,                 1.0481,                 0.4957,                 1.0637,                0.82273,                0.90776,                0.91708,                0.63322,                 1.2477,                0.66658,                 1.1643,             0.00069964,             0.00069964,             0.00069964
                    190,                 1.0627,                0.52364,                 1.0428,                 0.8526,                0.86788,                0.90229,                0.57268,                  1.435,                0.79679,                 1.2992,             0.00069744,             0.00069744,             0.00069744
                    191,                 1.0426,                0.52608,                 1.1028,                0.82822,                0.88484,                 0.9014,                0.54797,                 1.5168,                0.85978,                 1.3576,             0.00069524,             0.00069524,             0.00069524
                    192,                 1.0189,                0.51947,                 1.0708,                0.86973,                0.93279,                 0.9631,                0.59709,                  1.497,                0.67271,                  1.324,             0.00069304,             0.00069304,             0.00069304
                    193,                 1.0082,                0.47769,                  1.058,                0.86973,                0.93279,                 0.9631,                0.59709,                  1.497,                0.67271,                  1.324,             0.00069084,             0.00069084,             0.00069084
                    194,                 1.0791,                0.55634,                 1.0905,                0.90715,                0.98892,                0.98677,                0.64528,                 1.4137,                0.51168,                 1.2428,             0.00068864,             0.00068864,             0.00068864
                    195,                 1.0158,                 0.4971,                 1.0482,                0.95355,                0.97019,                  0.995,                0.65828,                  1.341,                0.49596,                  1.205,             0.00068644,             0.00068644,             0.00068644
                    196,                0.97529,                 0.4805,                  1.042,                0.93431,                0.96374,                0.95997,                0.65201,                 1.2813,                0.51638,                   1.17,             0.00068424,             0.00068424,             0.00068424
                    197,                 1.0918,                0.52209,                 1.0738,                0.93431,                0.96374,                0.95997,                0.65201,                 1.2813,                0.51638,                   1.17,             0.00068204,             0.00068204,             0.00068204
                    198,                 1.0619,                 0.5605,                  1.076,                0.89794,                0.97143,                0.95997,                 0.6418,                 1.2977,                0.53775,                 1.1758,             0.00067984,             0.00067984,             0.00067984
                    199,                 1.0082,                 0.5181,                 1.0696,                0.95364,                0.96486,                  0.995,                0.68738,                  1.273,                0.49966,                 1.1672,             0.00067764,             0.00067764,             0.00067764
                    200,                   1.16,                0.53854,                  1.049,                0.98486,                0.96817,                  0.995,                0.66756,                 1.3457,                0.47927,                 1.2151,             0.00067544,             0.00067544,             0.00067544
                    201,                 1.0661,                0.50325,                 1.0573,                0.98486,                0.96817,                  0.995,                0.66756,                 1.3457,                0.47927,                 1.2151,             0.00067324,             0.00067324,             0.00067324
                    202,                 1.0447,                0.50999,                 1.0405,                0.98999,                      1,                  0.995,                0.63414,                 1.4263,                0.49038,                 1.2841,             0.00067104,             0.00067104,             0.00067104
                    203,                  1.077,                 0.5628,                 1.0914,                0.97827,                0.99335,                  0.995,                0.61749,                 1.4453,                0.49781,                 1.2797,             0.00066884,             0.00066884,             0.00066884
                    204,                 1.0421,                0.50393,                 1.0669,                 0.9593,                      1,                  0.995,                0.63252,                 1.4125,                 0.4849,                 1.2623,             0.00066664,             0.00066664,             0.00066664
                    205,                 1.0538,                0.48272,                 1.0307,                 0.9593,                      1,                  0.995,                0.63252,                 1.4125,                 0.4849,                 1.2623,             0.00066444,             0.00066444,             0.00066444
                    206,                 1.0869,                0.54339,                 1.0555,                0.97726,                0.95358,                  0.995,                0.63127,                 1.4159,                0.50159,                 1.2708,             0.00066224,             0.00066224,             0.00066224
                    207,                 1.0322,                0.50725,                 1.0714,                0.96044,                0.96317,                  0.995,                0.65368,                 1.2996,                0.49931,                 1.1952,             0.00066005,             0.00066005,             0.00066005
                    208,                 1.0715,                0.50404,                 1.0325,                0.96803,                0.97285,                  0.995,                0.66541,                  1.257,                0.47648,                 1.1628,             0.00065785,             0.00065785,             0.00065785
                    209,                 1.0053,                0.49902,                 1.0317,                0.96803,                0.97285,                  0.995,                0.66541,                  1.257,                0.47648,                 1.1628,             0.00065565,             0.00065565,             0.00065565
                    210,                 1.0164,                0.49048,                 1.0275,                0.96418,                0.96101,                  0.995,                0.67808,                 1.2503,                0.49726,                  1.159,             0.00065345,             0.00065345,             0.00065345
                    211,                 1.0016,                0.46997,                 1.0268,                0.94638,                0.95061,                  0.992,                0.64566,                 1.3142,                0.56144,                 1.1874,             0.00065125,             0.00065125,             0.00065125
                    212,                 1.0897,                0.51621,                   1.08,                0.93469,                0.90266,                0.97872,                0.65864,                 1.2711,                0.59975,                 1.1742,             0.00064905,             0.00064905,             0.00064905
                    213,                 1.0553,                0.52073,                 1.0666,                0.93469,                0.90266,                0.97872,                0.65864,                 1.2711,                0.59975,                 1.1742,             0.00064685,             0.00064685,             0.00064685
                    214,                0.98947,                0.48995,                 1.0505,                0.91872,                0.93881,                0.97731,                0.66655,                 1.2458,                0.62746,                 1.1549,             0.00064465,             0.00064465,             0.00064465
                    215,                 1.0443,                0.49545,                 1.0684,                0.92775,                0.93005,                0.97877,                0.64727,                 1.2807,                0.61432,                 1.1816,             0.00064245,             0.00064245,             0.00064245
                    216,                 1.0397,                0.49344,                 1.0523,                0.92409,                0.93223,                0.98193,                0.62886,                  1.348,                0.64826,                 1.2186,             0.00064025,             0.00064025,             0.00064025
                    217,                0.99684,                0.47172,                 1.0354,                0.92409,                0.93223,                0.98193,                0.62886,                  1.348,                0.64826,                 1.2186,             0.00063805,             0.00063805,             0.00063805
                    218,                 1.0263,                0.53248,                 1.0643,                0.88799,                0.97534,                  0.986,                0.60172,                 1.5131,                 0.6471,                 1.3192,             0.00063585,             0.00063585,             0.00063585
                    219,                 1.0783,                 0.5294,                 1.1245,                0.93353,                0.97421,                 0.9885,                0.61825,                 1.5239,                0.59584,                 1.3312,             0.00063365,             0.00063365,             0.00063365
                    220,                 1.0493,                0.51335,                 1.0735,                 0.9702,                0.95321,                0.99359,                0.63935,                  1.432,                0.51902,                 1.2584,             0.00063145,             0.00063145,             0.00063145
                    221,                 1.0019,                0.45125,                 1.0659,                 0.9702,                0.95321,                0.99359,                0.63935,                  1.432,                0.51902,                 1.2584,             0.00062925,             0.00062925,             0.00062925
                    222,                0.94587,                0.46111,                 0.9972,                0.97733,                0.95558,                  0.995,                0.68502,                  1.252,                0.45592,                 1.1487,             0.00062705,             0.00062705,             0.00062705
                    223,                 1.1091,                0.52439,                 1.1042,                0.94447,                0.98119,                0.99377,                0.71211,                 1.1659,                0.45622,                 1.1028,             0.00062485,             0.00062485,             0.00062485
                    224,                 1.0464,                0.48731,                 1.0428,                0.92796,                 0.9825,                0.99377,                0.70799,                 1.1855,                0.50301,                  1.114,             0.00062265,             0.00062265,             0.00062265
                    225,                 1.0907,                0.51335,                 1.1034,                0.92796,                 0.9825,                0.99377,                0.70799,                 1.1855,                0.50301,                  1.114,             0.00062045,             0.00062045,             0.00062045
                    226,                 1.0388,                0.48524,                 1.0277,                0.93036,                0.94633,                0.98102,                0.65831,                 1.3061,                0.58118,                 1.1773,             0.00061825,             0.00061825,             0.00061825
                    227,                 1.0231,                0.50368,                 1.0976,                0.92907,                0.94421,                0.97556,                0.61752,                 1.4318,                0.63279,                 1.2504,             0.00061605,             0.00061605,             0.00061605
                    228,                 1.0211,                0.49967,                 1.0497,                 0.9686,                0.96115,                0.98525,                0.61349,                  1.467,                0.55566,                 1.2766,             0.00061385,             0.00061385,             0.00061385
                    229,                 1.0615,                0.54924,                 1.0818,                 0.9686,                0.96115,                0.98525,                0.61349,                  1.467,                0.55566,                 1.2766,             0.00061165,             0.00061165,             0.00061165
                    230,                 1.0013,                0.48311,                 1.0334,                0.97362,                0.96693,                  0.995,                 0.6336,                 1.4448,                0.50918,                 1.2618,             0.00060945,             0.00060945,             0.00060945
                    231,                  1.034,                0.51005,                 1.0561,                0.98118,                0.96924,                  0.995,                0.67745,                 1.3117,                0.47127,                 1.1897,             0.00060725,             0.00060725,             0.00060725
                    232,                  1.031,                0.49018,                 1.0654,                0.96238,                0.96112,                0.97601,                0.71653,                 1.1413,                0.46092,                 1.1128,             0.00060505,             0.00060505,             0.00060505
                    233,                0.96812,                0.48166,                 1.0376,                0.96238,                0.96112,                0.97601,                0.71653,                 1.1413,                0.46092,                 1.1128,             0.00060285,             0.00060285,             0.00060285
                    234,                 1.0137,                0.48268,                 1.0361,                0.96291,                 0.9597,                0.97054,                0.71697,                 1.0904,                0.47627,                 1.0956,             0.00060065,             0.00060065,             0.00060065
                    235,                  1.044,                0.48194,                 1.0548,                  0.969,                0.95838,                0.98632,                0.69321,                 1.1645,                0.47914,                 1.1255,             0.00059845,             0.00059845,             0.00059845
                    236,                 1.1019,                 0.5272,                  1.073,                0.98315,                0.96124,                  0.995,                0.67294,                 1.2795,                0.46658,                 1.1754,             0.00059625,             0.00059625,             0.00059625
                    237,                 1.0415,                0.48845,                 1.0547,                0.98315,                0.96124,                  0.995,                0.67294,                 1.2795,                0.46658,                 1.1754,             0.00059405,             0.00059405,             0.00059405
                    238,                0.99945,                0.48322,                 1.0695,                0.97408,                0.98667,                0.99425,                0.64143,                  1.381,                0.49709,                 1.2231,             0.00059185,             0.00059185,             0.00059185
                    239,                 1.0412,                0.48587,                 1.0659,                 0.9703,                0.98738,                  0.995,                0.61696,                 1.4387,                0.49153,                 1.2696,             0.00058965,             0.00058965,             0.00058965
                    240,                 1.0195,                 0.5155,                 1.0672,                0.97391,                0.98692,                  0.995,                 0.6113,                 1.4509,                0.46407,                 1.2872,             0.00058745,             0.00058745,             0.00058745
                    241,                0.97151,                0.45231,                 1.0361,                0.97391,                0.98692,                  0.995,                 0.6113,                 1.4509,                0.46407,                 1.2872,             0.00058525,             0.00058525,             0.00058525
                    242,                 1.0317,                0.47025,                 1.0912,                0.96901,                0.98706,                  0.995,                0.65029,                 1.3789,                0.45598,                 1.2479,             0.00058305,             0.00058305,             0.00058305
                    243,                0.97991,                0.47495,                 1.0441,                0.96571,                0.97816,                0.99425,                 0.6594,                 1.3566,                0.47444,                 1.2381,             0.00058085,             0.00058085,             0.00058085
                    244,                0.96603,                0.45958,                  1.018,                0.94677,                0.96201,                0.99377,                0.66114,                 1.3418,                 0.5057,                 1.2205,             0.00057865,             0.00057865,             0.00057865
                    245,                  1.002,                0.47015,                 1.0297,                0.94677,                0.96201,                0.99377,                0.66114,                 1.3418,                 0.5057,                 1.2205,             0.00057645,             0.00057645,             0.00057645
                    246,                 0.9686,                0.45772,                 1.0126,                0.93475,                0.94787,                0.97124,                 0.6613,                 1.3167,                 0.5346,                 1.2014,             0.00057425,             0.00057425,             0.00057425
                    247,                0.97265,                0.50694,                  1.055,                0.93167,                0.96563,                0.98347,                0.67224,                 1.3068,                 0.5096,                 1.2009,             0.00057205,             0.00057205,             0.00057205
                    248,                 1.0141,                0.45596,                  1.063,                0.93255,                0.97958,                0.99271,                 0.6323,                 1.3957,                0.49328,                 1.2654,             0.00056985,             0.00056985,             0.00056985
                    249,                0.95508,                0.48005,                 1.0421,                0.93255,                0.97958,                0.99271,                 0.6323,                 1.3957,                0.49328,                 1.2654,             0.00056765,             0.00056765,             0.00056765
                    250,                0.97692,                0.43578,                 1.0084,                0.97078,                0.98333,                0.99377,                0.60323,                 1.4889,                0.48948,                  1.333,             0.00056545,             0.00056545,             0.00056545
                    251,                 1.0178,                0.48589,                 1.0852,                0.96747,                0.97082,                0.99254,                0.62014,                 1.4688,                0.48068,                 1.3133,             0.00056325,             0.00056325,             0.00056325
                    252,                0.97354,                0.45692,                  1.047,                0.96253,                0.95311,                0.97969,                0.61956,                 1.4544,                0.49824,                 1.2959,             0.00056105,             0.00056105,             0.00056105
                    253,                0.88628,                 0.4657,                 1.0131,                0.96253,                0.95311,                0.97969,                0.61956,                 1.4544,                0.49824,                 1.2959,             0.00055886,             0.00055886,             0.00055886
                    254,                0.97002,                0.45684,                 1.0345,                0.94907,                0.93209,                  0.981,                  0.605,                  1.503,                  0.536,                 1.3316,             0.00055666,             0.00055666,             0.00055666
                    255,                0.93657,                0.43786,                 1.0291,                0.89501,                0.99196,                0.98223,                0.57767,                 1.5569,                 0.5829,                 1.3881,             0.00055446,             0.00055446,             0.00055446
                    256,                 0.9731,                0.46374,                 1.0305,                0.96001,                0.90742,                0.97845,                0.55423,                 1.6648,                0.60696,                 1.4836,             0.00055226,             0.00055226,             0.00055226
                    257,                0.96475,                0.45107,                 1.0306,                0.96001,                0.90742,                0.97845,                0.55423,                 1.6648,                0.60696,                 1.4836,             0.00055006,             0.00055006,             0.00055006
                    258,                0.92299,                0.43629,                 1.0231,                0.93864,                0.88806,                0.94744,                0.53951,                 1.6617,                0.73696,                 1.4868,             0.00054786,             0.00054786,             0.00054786
                    259,                0.95996,                  0.467,                 1.0094,                0.84405,                0.65807,                0.76472,                0.43082,                 1.7579,                 1.3794,                 1.5637,             0.00054566,             0.00054566,             0.00054566
                    260,                0.95453,                0.44982,                 1.0521,                0.70884,                0.43093,                0.53088,                0.32816,                 2.1232,                 2.6834,                 1.9403,             0.00054346,             0.00054346,             0.00054346
                    261,                0.98071,                0.46112,                  1.031,                0.70884,                0.43093,                0.53088,                0.32816,                 2.1232,                 2.6834,                 1.9403,             0.00054126,             0.00054126,             0.00054126
                    262,                0.94441,                 0.4485,                 1.0161,                0.64138,                0.12994,                 0.2698,                 0.1353,                 3.6966,                  5.396,                 3.5521,             0.00053906,             0.00053906,             0.00053906
                    263,                 0.9473,                0.49673,                 1.0522,                0.23387,                0.06985,                0.13388,                 0.0208,                 4.4154,                 6.1518,                 4.2065,             0.00053686,             0.00053686,             0.00053686
                    264,                0.93203,                0.46495,                 1.0019,                0.22904,                0.06985,                0.13036,                0.01477,                 4.4591,                  6.099,                 4.2628,             0.00053466,             0.00053466,             0.00053466
                    265,                 1.0338,                0.51049,                 1.0826,                0.22904,                0.06985,                0.13036,                0.01477,                 4.4591,                  6.099,                 4.2628,             0.00053246,             0.00053246,             0.00053246
                    266,                0.98708,                0.48156,                 1.0432,                0.06761,                0.06333,                 0.0458,                0.00458,                 4.4718,                 6.2477,                 4.2475,             0.00053026,             0.00053026,             0.00053026
                    267,                 1.0179,                 0.4774,                 1.0693,                0.06712,                0.03833,                0.04457,                0.00446,                 4.5137,                 6.1149,                 4.2992,             0.00052806,             0.00052806,             0.00052806
                    268,                0.99009,                0.45659,                   1.03,                0.05113,                0.03833,                0.03707,                0.00377,                 4.4929,                 5.9529,                 4.2473,             0.00052586,             0.00052586,             0.00052586
                    269,                0.98725,                0.47904,                  1.019,                0.05113,                0.03833,                0.03707,                0.00377,                 4.4929,                 5.9529,                 4.2473,             0.00052366,             0.00052366,             0.00052366
                    270,                0.99255,                0.44656,                 1.0291,                0.21492,                 0.1166,                0.18411,                0.07829,                 3.9661,                 4.8161,                 3.8754,             0.00052146,             0.00052146,             0.00052146
                    271,                0.95624,                0.44749,                 1.0162,                0.62981,                0.56055,                0.61086,                0.29949,                 2.2149,                 1.6867,                 1.9192,             0.00051926,             0.00051926,             0.00051926
                    272,                0.97027,                0.46668,                 1.0289,                0.78484,                0.91525,                0.89716,                0.49211,                 1.6597,                 0.9234,                 1.4137,             0.00051706,             0.00051706,             0.00051706
                    273,                0.98846,                 0.4603,                  1.068,                0.78484,                0.91525,                0.89716,                0.49211,                 1.6597,                 0.9234,                 1.4137,             0.00051486,             0.00051486,             0.00051486
                    274,                0.90116,                0.44691,                0.97076,                0.88648,                0.77643,                0.89817,                0.50412,                 1.6756,                0.88631,                  1.444,             0.00051266,             0.00051266,             0.00051266
                    275,                 0.9592,                0.45188,                 1.0104,                0.88992,                0.79185,                0.88646,                0.49371,                 1.6901,                 0.9838,                 1.4814,             0.00051046,             0.00051046,             0.00051046
                    276,                 1.0025,                0.46988,                 1.0874,                0.85829,                0.84611,                0.95123,                0.55982,                 1.5914,                0.80288,                 1.4089,             0.00050826,             0.00050826,             0.00050826
                    277,                0.94653,                0.43612,                0.99774,                0.85829,                0.84611,                0.95123,                0.55982,                 1.5914,                0.80288,                 1.4089,             0.00050606,             0.00050606,             0.00050606
                    278,                0.97895,                0.46248,                  1.061,                0.88286,                0.90127,                0.98196,                0.61892,                 1.4784,                0.66539,                 1.3241,             0.00050386,             0.00050386,             0.00050386
                    279,                0.93535,                0.43992,                 1.0094,                0.91238,                0.90275,                0.99359,                0.63744,                 1.3998,                0.63729,                 1.2682,             0.00050166,             0.00050166,             0.00050166
                    280,                0.93695,                0.46541,                 1.0083,                0.90996,                0.91906,                  0.995,                0.63974,                 1.3956,                0.58131,                 1.2513,             0.00049946,             0.00049946,             0.00049946
                    281,                0.92007,                0.43922,                 1.0229,                0.90996,                0.91906,                  0.995,                0.63974,                 1.3956,                0.58131,                 1.2513,             0.00049726,             0.00049726,             0.00049726
                    282,                0.94617,                0.46298,                 1.0088,                0.94459,                0.94373,                  0.995,                0.62396,                 1.4623,                0.53294,                 1.2931,             0.00049506,             0.00049506,             0.00049506
                    283,                0.90637,                0.43769,                 1.0126,                0.95784,                0.92252,                0.98205,                0.59737,                 1.5547,                0.55873,                 1.3662,             0.00049286,             0.00049286,             0.00049286
                    284,                 0.9172,                0.44189,                 1.0314,                0.93834,                0.94557,                 0.9828,                 0.5922,                 1.5554,                0.50128,                 1.3782,             0.00049066,             0.00049066,             0.00049066
                    285,                 0.9352,                   0.46,                 1.0076,                0.93834,                0.94557,                 0.9828,                 0.5922,                 1.5554,                0.50128,                 1.3782,             0.00048846,             0.00048846,             0.00048846
                    286,                0.87765,                0.44065,                 1.0078,                0.95406,                0.95795,                0.98151,                0.60719,                 1.4875,                0.46196,                 1.3397,             0.00048626,             0.00048626,             0.00048626
                    287,                0.87434,                0.44224,                 1.0081,                0.98783,                0.99623,                  0.995,                 0.6322,                 1.4178,                0.43455,                 1.2874,             0.00048406,             0.00048406,             0.00048406
                    288,                0.88967,                0.41355,                 1.0087,                0.99099,                      1,                  0.995,                0.65114,                 1.3557,                0.41141,                 1.2433,             0.00048186,             0.00048186,             0.00048186
                    289,                 0.9367,                 0.4249,                 1.0398,                0.99099,                      1,                  0.995,                0.65114,                 1.3557,                0.41141,                 1.2433,             0.00047966,             0.00047966,             0.00047966
                    290,                0.85471,                0.40277,                 1.0044,                0.99188,                0.98947,                  0.995,                0.65447,                 1.3634,                0.42565,                 1.2465,             0.00047746,             0.00047746,             0.00047746
                    291,                0.93252,                0.42734,                 1.0423,                0.98644,                0.98585,                  0.995,                0.64155,                 1.4171,                0.47296,                 1.2797,             0.00047526,             0.00047526,             0.00047526
                    292,                0.94537,                0.45214,                 1.0022,                 0.9843,                0.98144,                  0.995,                0.64385,                 1.4366,                0.48521,                 1.2804,             0.00047306,             0.00047306,             0.00047306
                    293,                0.88524,                0.42865,                0.99578,                 0.9843,                0.98144,                  0.995,                0.64385,                 1.4366,                0.48521,                 1.2804,             0.00047086,             0.00047086,             0.00047086
                    294,                0.86921,                0.40813,                0.99263,                0.98854,                      1,                  0.995,                0.66118,                 1.3943,                0.43763,                 1.2432,             0.00046866,             0.00046866,             0.00046866
                    295,                0.84794,                0.40528,                0.96306,                0.98697,                      1,                  0.995,                0.66555,                  1.402,                0.42541,                 1.2428,             0.00046646,             0.00046646,             0.00046646
                    296,                0.84537,                 0.3958,                0.97236,                0.98806,                      1,                  0.995,                0.64162,                 1.4442,                0.43729,                 1.2949,             0.00046426,             0.00046426,             0.00046426
                    297,                0.90229,                0.42039,                 1.0197,                0.98806,                      1,                  0.995,                0.64162,                 1.4442,                0.43729,                 1.2949,             0.00046206,             0.00046206,             0.00046206
                    298,                0.85839,                0.42318,                0.99152,                0.95912,                      1,                  0.995,                   0.62,                 1.4945,                0.47173,                  1.349,             0.00045987,             0.00045987,             0.00045987
                    299,                0.88343,                0.41422,                0.96984,                0.96615,                0.94939,                  0.995,                0.61803,                 1.5255,                0.54179,                 1.3851,             0.00045767,             0.00045767,             0.00045767
                    300,                0.91961,                0.46234,                 1.0219,                0.96905,                 0.9536,                  0.995,                 0.6173,                 1.5051,                0.51535,                 1.3557,             0.00045547,             0.00045547,             0.00045547
                    301,                0.86016,                0.42371,                 1.0142,                0.96905,                 0.9536,                  0.995,                 0.6173,                 1.5051,                0.51535,                 1.3557,             0.00045327,             0.00045327,             0.00045327
                    302,                0.86393,                0.41481,                 1.0107,                0.96745,                0.98189,                  0.995,                0.63707,                  1.431,                0.46935,                 1.2948,             0.00045107,             0.00045107,             0.00045107
                    303,                0.88107,                0.43992,                0.99169,                0.97591,                0.97143,                0.98519,                0.64801,                 1.4174,                0.48748,                 1.2829,             0.00044887,             0.00044887,             0.00044887
                    304,                0.90362,                0.41958,                   1.02,                0.97036,                0.96758,                0.97347,                0.62179,                 1.4339,                0.51223,                 1.3055,             0.00044667,             0.00044667,             0.00044667
                    305,                0.87531,                0.42299,                0.96079,                0.97036,                0.96758,                0.97347,                0.62179,                 1.4339,                0.51223,                 1.3055,             0.00044447,             0.00044447,             0.00044447
                    306,                0.82132,                0.40179,                0.96934,                0.97026,                 0.9733,                0.97969,                0.62192,                 1.4367,                0.51179,                 1.2978,             0.00044227,             0.00044227,             0.00044227
                    307,                0.88301,                0.47099,                 1.0106,                0.96743,                0.97265,                0.98346,                 0.6333,                 1.4235,                0.49513,                 1.2854,             0.00044007,             0.00044007,             0.00044007
