                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    308,                0.92137,                0.44886,                   1.01,                0.97525,                0.97309,                0.98869,                 0.6391,                 1.3942,                0.47672,                 1.2679,             0.00043787,             0.00043787,             0.00043787
                    309,                0.90171,                0.42262,                 1.0083,                0.97525,                0.97309,                0.98869,                 0.6391,                 1.3942,                0.47672,                 1.2679,             0.00043567,             0.00043567,             0.00043567
                    310,                0.84562,                0.41481,                 0.9832,                0.97926,                0.97451,                0.99377,                0.63587,                 1.4446,                 0.4791,                 1.3015,             0.00043347,             0.00043347,             0.00043347
                    311,                0.87038,                  0.436,                0.98475,                0.99236,                0.97561,                  0.995,                0.61919,                 1.5232,                0.46186,                  1.352,             0.00043127,             0.00043127,             0.00043127
                    312,                 0.8742,                0.43905,                 1.0076,                 0.9914,                      1,                  0.995,                0.59722,                 1.5532,                0.46125,                 1.3718,             0.00042907,             0.00042907,             0.00042907
                    313,                0.84677,                0.42277,                0.99225,                 0.9914,                      1,                  0.995,                0.59722,                 1.5532,                0.46125,                 1.3718,             0.00042687,             0.00042687,             0.00042687
                    314,                0.98214,                0.47101,                 1.0355,                0.99341,                      1,                  0.995,                0.58517,                 1.5873,                0.46089,                 1.3983,             0.00042467,             0.00042467,             0.00042467
                    315,                0.92057,                 0.4449,                 1.0231,                0.99156,                      1,                  0.995,                0.60044,                 1.5483,                0.45121,                 1.3562,             0.00042247,             0.00042247,             0.00042247
                    316,                0.84784,                0.41762,                0.99164,                0.99315,                      1,                  0.995,                0.60995,                 1.4628,                0.43479,                 1.3004,             0.00042027,             0.00042027,             0.00042027
                    317,                0.82144,                0.42475,                0.96292,                0.99315,                      1,                  0.995,                0.60995,                 1.4628,                0.43479,                 1.3004,             0.00041807,             0.00041807,             0.00041807
                    318,                0.83847,                0.42312,                0.97898,                0.99071,                      1,                  0.995,                0.61905,                 1.4672,                 0.4449,                  1.329,             0.00041587,             0.00041587,             0.00041587
                    319,                0.82326,                 0.3962,                 0.9776,                0.98556,                      1,                  0.995,                0.61869,                 1.4596,                0.44548,                 1.3409,             0.00041367,             0.00041367,             0.00041367
                    320,                0.86633,                0.44142,                 1.0397,                0.97509,                0.99512,                  0.995,                0.63985,                 1.4239,                0.44432,                 1.2917,             0.00041147,             0.00041147,             0.00041147
                    321,                0.86408,                0.40202,                 1.0047,                0.97509,                0.99512,                  0.995,                0.63985,                 1.4239,                0.44432,                 1.2917,             0.00040927,             0.00040927,             0.00040927
                    322,                0.83692,                0.41837,                0.96201,                0.98159,                0.99384,                  0.995,                0.66194,                 1.3801,                0.43685,                 1.2527,             0.00040707,             0.00040707,             0.00040707
                    323,                0.85581,                0.39987,                0.95727,                 0.9913,                 0.9949,                  0.995,                 0.6788,                 1.3591,                  0.421,                 1.2447,             0.00040487,             0.00040487,             0.00040487
                    324,                0.78078,                0.40308,                0.97899,                 0.9921,                      1,                  0.995,                 0.6777,                 1.3384,                0.41461,                 1.2321,             0.00040267,             0.00040267,             0.00040267
                    325,                0.78659,                0.39888,                0.94967,                 0.9921,                      1,                  0.995,                 0.6777,                 1.3384,                0.41461,                 1.2321,             0.00040047,             0.00040047,             0.00040047
                    326,                0.82588,                0.41964,                0.99668,                0.99314,                      1,                  0.995,                0.67033,                 1.3447,                0.40911,                  1.234,             0.00039827,             0.00039827,             0.00039827
                    327,                0.79854,                0.39465,                0.97256,                0.99269,                      1,                  0.995,                0.64838,                 1.4033,                0.41651,                 1.2604,             0.00039607,             0.00039607,             0.00039607
                    328,                0.87294,                0.43891,                 1.0254,                0.99303,                      1,                  0.995,                0.62901,                 1.4832,                0.41812,                 1.3131,             0.00039387,             0.00039387,             0.00039387
                    329,                0.79922,                0.41067,                0.98731,                0.99303,                      1,                  0.995,                0.62901,                 1.4832,                0.41812,                 1.3131,             0.00039167,             0.00039167,             0.00039167
                    330,                 0.8609,                0.41914,                 0.9998,                0.99288,                      1,                  0.995,                0.61342,                  1.502,                0.41592,                 1.3279,             0.00038947,             0.00038947,             0.00038947
                    331,                0.90689,                0.43577,                 1.0104,                0.99282,                      1,                  0.995,                0.62353,                 1.4509,                0.41205,                 1.2946,             0.00038727,             0.00038727,             0.00038727
                    332,                0.82186,                0.40828,                  0.986,                0.99326,                      1,                  0.995,                0.63868,                 1.3734,                0.40066,                 1.2505,             0.00038507,             0.00038507,             0.00038507
                    333,                 0.8584,                0.44671,                0.96671,                0.99326,                      1,                  0.995,                0.63868,                 1.3734,                0.40066,                 1.2505,             0.00038287,             0.00038287,             0.00038287
                    334,                0.80159,                0.41826,                0.94687,                0.99287,                      1,                  0.995,                0.64598,                 1.3493,                0.41215,                 1.2481,             0.00038067,             0.00038067,             0.00038067
                    335,                0.84935,                0.41942,                 0.9548,                0.99272,                      1,                  0.995,                0.66807,                 1.2907,                0.40203,                 1.2337,             0.00037847,             0.00037847,             0.00037847
                    336,                0.95225,                0.44494,                  1.063,                0.99267,                      1,                  0.995,                 0.6725,                 1.2628,                0.39819,                 1.2238,             0.00037627,             0.00037627,             0.00037627
                    337,                0.84298,                0.43965,                 1.0088,                0.99267,                      1,                  0.995,                 0.6725,                 1.2628,                0.39819,                 1.2238,             0.00037407,             0.00037407,             0.00037407
                    338,                0.85776,                0.41023,                0.98442,                 0.9921,                      1,                  0.995,                0.67436,                 1.3023,                0.40879,                 1.2382,             0.00037187,             0.00037187,             0.00037187
                    339,                0.88389,                 0.4278,                 1.0236,                0.98888,                      1,                  0.995,                0.65155,                 1.3756,                0.41597,                  1.283,             0.00036967,             0.00036967,             0.00036967
                    340,                0.83519,                0.40487,                0.99325,                0.98287,                      1,                  0.995,                0.62952,                 1.4586,                0.42725,                 1.3416,             0.00036747,             0.00036747,             0.00036747
                    341,                0.78469,                0.39177,                0.96286,                0.98287,                      1,                  0.995,                0.62952,                 1.4586,                0.42725,                 1.3416,             0.00036527,             0.00036527,             0.00036527
                    342,                0.81395,                0.40853,                 0.9927,                0.98761,                0.98113,                  0.995,                0.60286,                 1.5758,                0.46574,                  1.416,             0.00036307,             0.00036307,             0.00036307
                    343,                0.84116,                0.44113,                  1.016,                0.98697,                0.96683,                0.99338,                 0.6015,                 1.5864,                0.48768,                 1.4309,             0.00036088,             0.00036088,             0.00036088
                    344,                0.75013,                0.38321,                0.93437,                0.98461,                0.97383,                  0.995,                0.62636,                 1.4734,                0.47942,                  1.363,             0.00035868,             0.00035868,             0.00035868
                    345,                0.82031,                0.41825,                0.96436,                0.98461,                0.97383,                  0.995,                0.62636,                 1.4734,                0.47942,                  1.363,             0.00035648,             0.00035648,             0.00035648
                    346,                 0.8247,                0.43289,                0.98191,                0.98259,                0.97426,                  0.995,                0.63534,                 1.4191,                0.44936,                  1.302,             0.00035428,             0.00035428,             0.00035428
                    347,                0.79607,                0.40986,                0.98831,                0.98881,                0.97725,                  0.995,                0.64557,                 1.4072,                0.44031,                   1.28,             0.00035208,             0.00035208,             0.00035208
                    348,                0.74197,                0.38005,                0.93568,                0.98986,                0.98904,                  0.995,                0.63457,                  1.453,                0.44944,                 1.3162,             0.00034988,             0.00034988,             0.00034988
                    349,                0.75565,                0.37546,                0.95478,                0.98986,                0.98904,                  0.995,                0.63457,                  1.453,                0.44944,                 1.3162,             0.00034768,             0.00034768,             0.00034768
                    350,                 0.7458,                0.37478,                0.93269,                0.98393,                0.99607,                  0.995,                0.61554,                 1.5307,                0.45248,                 1.3961,             0.00034548,             0.00034548,             0.00034548
                    351,                0.80289,                0.37575,                0.99271,                0.99167,                0.97695,                  0.995,                0.59485,                 1.5568,                0.45495,                 1.4244,             0.00034328,             0.00034328,             0.00034328
                    352,                0.82997,                0.44137,                0.98558,                0.99263,                0.97425,                  0.995,                0.60946,                 1.4997,                0.44278,                  1.372,             0.00034108,             0.00034108,             0.00034108
                    353,                 0.7396,                0.37794,                0.94905,                0.99263,                0.97425,                  0.995,                0.60946,                 1.4997,                0.44278,                  1.372,             0.00033888,             0.00033888,             0.00033888
                    354,                0.74361,                0.40221,                0.96118,                0.99412,                0.97381,                  0.995,                0.64993,                 1.3892,                 0.4296,                 1.2757,             0.00033668,             0.00033668,             0.00033668
                    355,                0.76973,                0.41279,                0.98213,                0.98257,                0.95753,                0.98353,                0.65677,                 1.3421,                0.42491,                 1.2368,             0.00033448,             0.00033448,             0.00033448
                    356,                0.77923,                0.38486,                0.98033,                0.98567,                  0.958,                0.98375,                 0.6673,                 1.3406,                0.42531,                 1.2359,             0.00033228,             0.00033228,             0.00033228
                    357,                0.75577,                 0.3785,                0.97128,                0.98567,                  0.958,                0.98375,                 0.6673,                 1.3406,                0.42531,                 1.2359,             0.00033008,             0.00033008,             0.00033008
                    358,                0.71901,                0.38197,                0.95016,                 0.9816,                0.96015,                0.98375,                0.65616,                 1.3516,                0.42689,                 1.2528,             0.00032788,             0.00032788,             0.00032788
                    359,                0.75214,                0.39019,                0.96325,                0.96614,                 0.9784,                0.98353,                0.64484,                 1.4022,                0.44085,                 1.2945,             0.00032568,             0.00032568,             0.00032568
                    360,                0.68235,                0.36107,                0.90948,                0.97533,                0.98333,                0.98332,                0.65699,                 1.3907,                0.43313,                 1.2845,             0.00032348,             0.00032348,             0.00032348
                    361,                0.74755,                0.40487,                0.99605,                0.97533,                0.98333,                0.98332,                0.65699,                 1.3907,                0.43313,                 1.2845,             0.00032128,             0.00032128,             0.00032128
                    362,                0.73799,                0.36986,                0.93125,                0.99385,                      1,                  0.995,                0.67131,                 1.3435,                0.41824,                 1.2524,             0.00031908,             0.00031908,             0.00031908
                    363,                0.70532,                0.37007,                0.92672,                0.99397,                      1,                  0.995,                0.67993,                  1.297,                0.40096,                 1.2229,             0.00031688,             0.00031688,             0.00031688
                    364,                0.75235,                0.38679,                0.96679,                0.99405,                      1,                  0.995,                0.68719,                 1.2625,                0.39156,                 1.2025,             0.00031468,             0.00031468,             0.00031468
                    365,                0.76972,                0.37995,                0.96322,                0.99405,                      1,                  0.995,                0.68719,                 1.2625,                0.39156,                 1.2025,             0.00031248,             0.00031248,             0.00031248
                    366,                0.73154,                0.35945,                0.93944,                0.99325,                      1,                  0.995,                0.67631,                 1.2828,                0.38912,                 1.2242,             0.00031028,             0.00031028,             0.00031028
                    367,                0.68154,                0.35748,                0.93542,                0.98341,                0.98543,                  0.995,                0.65451,                 1.3457,                0.41032,                 1.2832,             0.00030808,             0.00030808,             0.00030808
                    368,                0.69605,                0.36194,                0.93464,                0.97597,                0.98727,                  0.995,                0.63764,                 1.4099,                0.44155,                 1.3474,             0.00030588,             0.00030588,             0.00030588
                    369,                0.72373,                0.39838,                0.94374,                0.97597,                0.98727,                  0.995,                0.63764,                 1.4099,                0.44155,                 1.3474,             0.00030368,             0.00030368,             0.00030368
                    370,                0.73408,                0.37158,                 0.9738,                0.97602,                0.98776,                  0.995,                0.62001,                 1.4483,                0.45191,                 1.3788,             0.00030148,             0.00030148,             0.00030148
                    371,                0.70547,                0.36533,                0.93112,                0.97748,                0.98836,                  0.995,                0.63653,                 1.4223,                0.44704,                 1.3511,             0.00029928,             0.00029928,             0.00029928
                    372,                0.72919,                0.37638,                0.92739,                0.98864,                0.99524,                  0.995,                0.64022,                 1.3883,                0.42541,                 1.3082,             0.00029708,             0.00029708,             0.00029708
                    373,                0.78399,                0.38524,                 1.0016,                0.98864,                0.99524,                  0.995,                0.64022,                 1.3883,                0.42541,                 1.3082,             0.00029488,             0.00029488,             0.00029488
                    374,                 0.6735,                0.36859,                0.94456,                0.99296,                      1,                  0.995,                0.66359,                 1.3582,                0.41003,                 1.2814,             0.00029268,             0.00029268,             0.00029268
                    375,                0.69348,                0.35511,                0.95178,                0.99374,                      1,                  0.995,                0.66034,                 1.3656,                0.40784,                 1.2932,             0.00029048,             0.00029048,             0.00029048
                    376,                0.70559,                0.37776,                0.94441,                0.99434,                      1,                  0.995,                0.65011,                  1.412,                0.41351,                 1.3307,             0.00028828,             0.00028828,             0.00028828
                    377,                0.69593,                0.37357,                0.94378,                0.99434,                      1,                  0.995,                0.65011,                  1.412,                0.41351,                 1.3307,             0.00028608,             0.00028608,             0.00028608
                    378,                0.72819,                0.37821,                0.93148,                0.99463,                      1,                  0.995,                0.62282,                  1.501,                0.42927,                 1.4028,             0.00028388,             0.00028388,             0.00028388
                    379,                0.75225,                0.38576,                0.97236,                0.99263,                      1,                  0.995,                0.60448,                 1.5491,                0.44333,                 1.4421,             0.00028168,             0.00028168,             0.00028168
                    380,                0.67525,                0.36723,                0.91739,                0.98834,                      1,                  0.995,                0.59715,                 1.5566,                0.44614,                 1.4451,             0.00027948,             0.00027948,             0.00027948
                    381,                0.69176,                0.35739,                0.91695,                0.98834,                      1,                  0.995,                0.59715,                 1.5566,                0.44614,                 1.4451,             0.00027728,             0.00027728,             0.00027728
                    382,                0.68453,                0.35832,                0.95257,                0.98348,                0.99795,                  0.995,                0.61659,                 1.4989,                0.44241,                 1.3881,             0.00027508,             0.00027508,             0.00027508
                    383,                0.68238,                0.37211,                0.92264,                0.97779,                0.99669,                  0.995,                0.62302,                  1.442,                0.43553,                 1.3384,             0.00027288,             0.00027288,             0.00027288
                    384,                0.65808,                 0.3536,                0.89723,                0.98702,                0.98136,                  0.995,                0.63612,                 1.4401,                0.43855,                 1.3396,             0.00027068,             0.00027068,             0.00027068
                    385,                0.65193,                0.34911,                0.95293,                0.98702,                0.98136,                  0.995,                0.63612,                 1.4401,                0.43855,                 1.3396,             0.00026848,             0.00026848,             0.00026848
                    386,                0.66621,                0.35923,                0.92783,                0.99374,                0.97375,                  0.995,                0.63519,                 1.4482,                0.44474,                 1.3426,             0.00026628,             0.00026628,             0.00026628
                    387,                0.63262,                0.35882,                0.88506,                0.99195,                0.97432,                  0.995,                0.62381,                 1.4755,                0.45918,                 1.3622,             0.00026408,             0.00026408,             0.00026408
                    388,                0.65838,                0.34441,                0.93147,                0.99197,                0.97555,                  0.995,                0.61831,                 1.5151,                0.46114,                 1.3912,             0.00026188,             0.00026188,             0.00026188
                    389,                0.70743,                0.35171,                0.93332,                0.99197,                0.97555,                  0.995,                0.61831,                 1.5151,                0.46114,                 1.3912,             0.00025969,             0.00025969,             0.00025969
                    390,                0.70102,                0.37869,                0.92735,                0.99167,                0.97682,                  0.995,                0.62659,                 1.4975,                0.45558,                 1.3809,             0.00025749,             0.00025749,             0.00025749
                    391,                0.64784,                0.34199,                0.91867,                0.98478,                0.98669,                  0.995,                0.64428,                 1.4278,                0.43288,                 1.3293,             0.00025529,             0.00025529,             0.00025529
                    392,                 0.6548,                0.35863,                 0.9229,                0.98704,                0.98457,                  0.995,                0.66026,                 1.3242,                0.40335,                  1.277,             0.00025309,             0.00025309,             0.00025309
                    393,                0.62432,                0.35508,                0.91066,                0.98704,                0.98457,                  0.995,                0.66026,                 1.3242,                0.40335,                  1.277,             0.00025089,             0.00025089,             0.00025089
                    394,                0.64341,                0.36026,                0.94833,                0.97666,                0.99565,                  0.995,                0.66634,                 1.2905,                0.38793,                 1.2659,             0.00024869,             0.00024869,             0.00024869
                    395,                 0.6132,                0.32129,                0.90129,                0.96962,                 0.9926,                  0.995,                0.66403,                 1.3176,                0.40758,                 1.2848,             0.00024649,             0.00024649,             0.00024649
                    396,                0.64543,                0.34591,                0.89923,                0.97389,                 0.9592,                0.99377,                0.65373,                 1.3588,                0.45512,                 1.3095,             0.00024429,             0.00024429,             0.00024429
                    397,                0.60333,                0.33008,                0.90353,                0.97389,                 0.9592,                0.99377,                0.65373,                 1.3588,                0.45512,                 1.3095,             0.00024209,             0.00024209,             0.00024209
                    398,                0.61425,                0.32588,                0.90646,                0.96331,                0.98114,                0.99377,                0.64217,                  1.379,                0.47329,                 1.3243,             0.00023989,             0.00023989,             0.00023989
                    399,                0.67967,                0.35524,                0.94525,                0.97079,                0.98333,                0.98821,                 0.6441,                 1.3767,                 0.4839,                  1.326,             0.00023769,             0.00023769,             0.00023769
                    400,                0.63099,                 0.3636,                0.91723,                0.97225,                 0.9846,                  0.995,                0.64622,                  1.368,                 0.4686,                 1.3284,             0.00023549,             0.00023549,             0.00023549
                    401,                0.59962,                0.32067,                0.89715,                0.97225,                 0.9846,                  0.995,                0.64622,                  1.368,                 0.4686,                 1.3284,             0.00023329,             0.00023329,             0.00023329
                    402,                0.63297,                0.35486,                0.91203,                 0.9738,                0.98448,                  0.995,                0.64627,                 1.3576,                 0.4486,                 1.3236,             0.00023109,             0.00023109,             0.00023109
                    403,                0.63312,                0.33668,                0.91648,                0.98272,                0.98506,                  0.995,                0.65269,                 1.3459,                0.42841,                 1.3119,             0.00022889,             0.00022889,             0.00022889
                    404,                0.63659,                0.34404,                0.89024,                0.98958,                0.98728,                  0.995,                0.64951,                  1.371,                0.42791,                 1.3213,             0.00022669,             0.00022669,             0.00022669
                    405,                0.64012,                0.33278,                0.94376,                0.98958,                0.98728,                  0.995,                0.64951,                  1.371,                0.42791,                 1.3213,             0.00022449,             0.00022449,             0.00022449
                    406,                0.67257,                0.36265,                0.93386,                0.98687,                0.99432,                  0.995,                0.65128,                 1.3797,                0.42716,                 1.3208,             0.00022229,             0.00022229,             0.00022229
                    407,                0.64031,                0.32891,                0.90863,                0.98848,                      1,                  0.995,                0.63979,                 1.4237,                0.43423,                 1.3462,             0.00022009,             0.00022009,             0.00022009
                    408,                0.64309,                 0.3391,                0.91014,                0.98934,                      1,                  0.995,                0.63296,                 1.4607,                0.43893,                 1.3736,             0.00021789,             0.00021789,             0.00021789
                    409,                0.64073,                0.34632,                0.90717,                0.98934,                      1,                  0.995,                0.63296,                 1.4607,                0.43893,                 1.3736,             0.00021569,             0.00021569,             0.00021569
                    410,                0.62901,                0.34963,                0.91368,                 0.9845,                0.99773,                  0.995,                 0.6337,                 1.4565,                0.43772,                 1.3798,             0.00021349,             0.00021349,             0.00021349
                    411,                0.64618,                0.35924,                0.92499,                0.99195,                0.97669,                  0.995,                0.62961,                 1.4482,                0.43945,                 1.3807,             0.00021129,             0.00021129,             0.00021129
                    412,                0.61916,                 0.3477,                0.90791,                0.99052,                0.97513,                  0.995,                0.63263,                 1.4459,                0.43937,                 1.3694,             0.00020909,             0.00020909,             0.00020909
                    413,                0.63578,                0.35256,                0.93466,                0.99052,                0.97513,                  0.995,                0.63263,                 1.4459,                0.43937,                 1.3694,             0.00020689,             0.00020689,             0.00020689
                    414,                0.58742,                0.32126,                0.89045,                0.98921,                 0.9813,                  0.995,                0.62786,                 1.4684,                0.44274,                  1.378,             0.00020469,             0.00020469,             0.00020469
                    415,                0.61309,                0.34064,                0.90845,                0.98256,                0.99572,                  0.995,                0.63293,                 1.4567,                0.44054,                 1.3625,             0.00020249,             0.00020249,             0.00020249
                    416,                0.59538,                 0.3297,                0.89571,                0.98331,                0.99113,                  0.995,                0.63689,                 1.4257,                0.43862,                 1.3405,             0.00020029,             0.00020029,             0.00020029
                    417,                0.60147,                0.32651,                0.92806,                0.98331,                0.99113,                  0.995,                0.63689,                 1.4257,                0.43862,                 1.3405,             0.00019809,             0.00019809,             0.00019809
                    418,                0.57973,                0.29982,                0.88478,                0.98906,                 0.9872,                  0.995,                0.64304,                  1.386,                0.41944,                 1.3245,             0.00019589,             0.00019589,             0.00019589
                    419,                0.60631,                0.36044,                0.92876,                0.98997,                      1,                  0.995,                 0.6547,                 1.3673,                0.41024,                 1.3218,             0.00019369,             0.00019369,             0.00019369
                    420,                0.61727,                0.33055,                0.91034,                0.99214,                      1,                  0.995,                0.65107,                  1.369,                0.41835,                 1.3214,             0.00019149,             0.00019149,             0.00019149
                    421,                0.58964,                 0.3329,                0.90681,                0.99214,                      1,                  0.995,                0.65107,                  1.369,                0.41835,                 1.3214,             0.00018929,             0.00018929,             0.00018929
                    422,                0.53888,                0.29582,                0.87077,                0.99331,                      1,                  0.995,                0.64462,                  1.381,                0.42369,                 1.3349,             0.00018709,             0.00018709,             0.00018709
                    423,                0.59173,                 0.3421,                0.92149,                0.99376,                      1,                  0.995,                0.65023,                 1.3883,                0.42826,                 1.3479,             0.00018489,             0.00018489,             0.00018489
                    424,                0.58568,                0.33104,                0.89532,                0.99384,                      1,                  0.995,                0.64204,                 1.3762,                0.42336,                 1.3482,             0.00018269,             0.00018269,             0.00018269
                    425,                0.55451,                0.31082,                 0.8936,                0.99384,                      1,                  0.995,                0.64204,                 1.3762,                0.42336,                 1.3482,             0.00018049,             0.00018049,             0.00018049
                    426,                0.63327,                0.36294,                0.91253,                0.99402,                      1,                  0.995,                 0.6522,                 1.3659,                0.41464,                 1.3428,             0.00017829,             0.00017829,             0.00017829
                    427,                0.57609,                 0.3051,                0.88669,                0.99392,                      1,                  0.995,                0.65148,                 1.3448,                0.41273,                 1.3221,             0.00017609,             0.00017609,             0.00017609
                    428,                0.56065,                0.30844,                0.89113,                0.99383,                      1,                  0.995,                 0.6579,                 1.3467,                0.41053,                 1.3158,             0.00017389,             0.00017389,             0.00017389
                    429,                0.59705,                0.35512,                0.92929,                0.99383,                      1,                  0.995,                 0.6579,                 1.3467,                0.41053,                 1.3158,             0.00017169,             0.00017169,             0.00017169
                    430,                0.55299,                0.31229,                0.88042,                0.99347,                      1,                  0.995,                0.65266,                 1.3412,                0.40688,                 1.3052,             0.00016949,             0.00016949,             0.00016949
                    431,                0.59099,                0.32737,                0.90627,                0.99381,                      1,                  0.995,                0.65329,                 1.3425,                0.41564,                 1.3063,             0.00016729,             0.00016729,             0.00016729
                    432,                0.58051,                0.31225,                0.90554,                0.99404,                      1,                  0.995,                0.64734,                 1.3611,                0.42103,                 1.3231,             0.00016509,             0.00016509,             0.00016509
                    433,                0.56859,                 0.3388,                0.89212,                0.99404,                      1,                  0.995,                0.64734,                 1.3611,                0.42103,                 1.3231,             0.00016289,             0.00016289,             0.00016289
                    434,                0.57157,                 0.3151,                0.88392,                0.99457,                      1,                  0.995,                0.64563,                 1.3793,                0.42238,                 1.3399,              0.0001607,              0.0001607,              0.0001607
                    435,                 0.5629,                0.33084,                0.90838,                0.99489,                      1,                  0.995,                0.64302,                 1.3934,                0.42737,                 1.3553,              0.0001585,              0.0001585,              0.0001585
                    436,                0.54997,                 0.3096,                0.90582,                0.99496,                      1,                  0.995,                0.63982,                 1.4086,                0.42757,                 1.3689,              0.0001563,              0.0001563,              0.0001563
                    437,                0.56576,                0.32421,                0.90686,                0.99496,                      1,                  0.995,                0.63982,                 1.4086,                0.42757,                 1.3689,              0.0001541,              0.0001541,              0.0001541
                    438,                0.56974,                0.30553,                0.89567,                0.99496,                      1,                  0.995,                0.64089,                 1.4198,                0.42924,                 1.3822,              0.0001519,              0.0001519,              0.0001519
                    439,                0.56333,                0.30884,                0.87803,                0.99478,                      1,                  0.995,                0.63669,                 1.4314,                0.43353,                 1.3984,              0.0001497,              0.0001497,              0.0001497
                    440,                0.53887,                0.29832,                0.89743,                0.99449,                      1,                  0.995,                0.63036,                 1.4245,                0.43071,                 1.3962,              0.0001475,              0.0001475,              0.0001475
                    441,                0.57441,                0.32851,                   0.89,                0.99449,                      1,                  0.995,                0.63036,                 1.4245,                0.43071,                 1.3962,              0.0001453,              0.0001453,              0.0001453
                    442,                0.53492,                 0.2977,                0.89158,                 0.9945,                      1,                  0.995,                0.64518,                 1.4062,                0.42523,                 1.3752,              0.0001431,              0.0001431,              0.0001431
                    443,                0.55421,                0.30907,                0.90277,                0.99476,                      1,                  0.995,                0.64723,                  1.391,                0.41986,                 1.3576,              0.0001409,              0.0001409,              0.0001409
                    444,                0.54581,                0.30468,                0.90247,                0.99473,                      1,                  0.995,                0.64991,                 1.3844,                0.42052,                  1.351,              0.0001387,              0.0001387,              0.0001387
                    445,                0.54221,                0.30719,                0.88314,                0.99473,                      1,                  0.995,                0.64991,                 1.3844,                0.42052,                  1.351,              0.0001365,              0.0001365,              0.0001365
                    446,                0.57117,                0.32888,                 0.9033,                0.99467,                      1,                  0.995,                0.65933,                 1.3838,                0.42182,                 1.3509,              0.0001343,              0.0001343,              0.0001343
                    447,                 0.5371,                0.30175,                0.88159,                0.99456,                      1,                  0.995,                0.65389,                  1.415,                0.42537,                 1.3867,              0.0001321,              0.0001321,              0.0001321
                    448,                0.56161,                0.33163,                0.90551,                0.99425,                      1,                  0.995,                 0.6445,                 1.4506,                0.42817,                 1.4229,              0.0001299,              0.0001299,              0.0001299
                    449,                0.55308,                0.30734,                0.89421,                0.99425,                      1,                  0.995,                 0.6445,                 1.4506,                0.42817,                 1.4229,              0.0001277,              0.0001277,              0.0001277
                    450,                0.57121,                0.32353,                0.90325,                0.99403,                      1,                  0.995,                0.63825,                 1.4609,                0.43287,                 1.4299,              0.0001255,              0.0001255,              0.0001255
                    451,                0.55597,                0.32384,                 0.8917,                0.99381,                      1,                  0.995,                0.64872,                 1.4474,                0.43185,                 1.4144,              0.0001233,              0.0001233,              0.0001233
                    452,                0.50399,                0.31192,                0.89388,                0.99379,                      1,                  0.995,                0.64912,                 1.4183,                0.42311,                 1.3833,              0.0001211,              0.0001211,              0.0001211
                    453,                0.51062,                0.32128,                 0.8753,                0.99379,                      1,                  0.995,                0.64912,                 1.4183,                0.42311,                 1.3833,              0.0001189,              0.0001189,              0.0001189
                    454,                0.53511,                0.31093,                0.88618,                0.99373,                      1,                  0.995,                0.65181,                 1.4066,                0.41994,                  1.371,              0.0001167,              0.0001167,              0.0001167
                    455,                0.53192,                0.29945,                0.89853,                0.99364,                      1,                  0.995,                0.65874,                 1.3947,                0.41645,                 1.3609,              0.0001145,              0.0001145,              0.0001145
                    456,                0.55086,                0.31407,                0.88853,                0.99365,                      1,                  0.995,                0.66267,                 1.3881,                0.41667,                 1.3558,              0.0001123,              0.0001123,              0.0001123
                    457,                0.51705,                0.30839,                0.90398,                0.99365,                      1,                  0.995,                0.66267,                 1.3881,                0.41667,                 1.3558,              0.0001101,              0.0001101,              0.0001101
                    458,                0.53576,                0.31188,                0.89439,                0.99385,                      1,                  0.995,                0.66355,                 1.3809,                0.41187,                 1.3538,              0.0001079,              0.0001079,              0.0001079
                    459,                0.52965,                0.29345,                0.87694,                0.99413,                      1,                  0.995,                0.66375,                 1.3805,                0.41609,                 1.3601,              0.0001057,              0.0001057,              0.0001057
                    460,                0.50201,                0.30133,                0.87053,                0.99434,                      1,                  0.995,                0.65759,                 1.3951,                 0.4173,                 1.3767,              0.0001035,              0.0001035,              0.0001035
                    461,                0.54814,                0.33139,                0.90733,                0.99434,                      1,                  0.995,                0.65759,                 1.3951,                 0.4173,                 1.3767,              0.0001013,              0.0001013,              0.0001013
                    462,                 0.5763,                 0.3254,                0.91575,                0.99461,                      1,                  0.995,                0.65153,                 1.4189,                0.42933,                 1.4019,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    463,                0.54091,                0.29634,                0.88877,                0.99494,                      1,                  0.995,                0.64692,                 1.4472,                0.43242,                 1.4243,             9.6901e-05,             9.6901e-05,             9.6901e-05
                    464,                0.56073,                0.31939,                0.91237,                0.99494,                      1,                  0.995,                0.64278,                 1.4562,                0.43551,                 1.4264,             9.4702e-05,             9.4702e-05,             9.4702e-05
                    465,                0.51423,                0.29388,                0.86285,                0.99494,                      1,                  0.995,                0.64278,                 1.4562,                0.43551,                 1.4264,             9.2502e-05,             9.2502e-05,             9.2502e-05
                    466,                0.55275,                0.31177,                0.88211,                0.99507,                      1,                  0.995,                0.63921,                 1.4465,                0.43227,                 1.4149,             9.0302e-05,             9.0302e-05,             9.0302e-05
                    467,                0.54869,                 0.3028,                0.87516,                0.99507,                      1,                  0.995,                0.65678,                  1.423,                0.42786,                 1.3893,             8.8102e-05,             8.8102e-05,             8.8102e-05
