                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 1.0413,                0.47168,                 1.0603,                0.97418,                0.96231,                  0.995,                0.64067,                  1.429,                0.48152,                 1.2814,             0.00078763,             0.00078763,             0.00078763
                    150,                0.99394,                0.47889,                 1.0384,                0.98306,                0.99567,                  0.995,                0.62913,                 1.4107,                0.47265,                 1.2695,             0.00078543,             0.00078543,             0.00078543
                    151,                 1.0203,                0.48617,                 1.0582,                0.97531,                 0.9873,                  0.995,                0.63014,                 1.3944,                0.48646,                  1.253,             0.00078323,             0.00078323,             0.00078323
                    152,                0.94628,                0.45972,                 1.0091,                0.98332,                0.95238,                  0.995,                 0.6375,                 1.3721,                0.48938,                 1.2349,             0.00078103,             0.00078103,             0.00078103
                    153,                0.96092,                0.46462,                 1.0147,                0.98332,                0.95238,                  0.995,                 0.6375,                 1.3721,                0.48938,                 1.2349,             0.00077883,             0.00077883,             0.00077883
                    154,                0.99498,                0.48191,                 1.0487,                0.94695,                0.92147,                 0.9905,                0.61178,                 1.4586,                0.65311,                 1.2858,             0.00077663,             0.00077663,             0.00077663
                    155,                 1.0222,                0.50886,                 1.0399,                0.89014,                0.94897,                  0.995,                0.64639,                 1.3678,                0.62676,                 1.2461,             0.00077443,             0.00077443,             0.00077443
                    156,                 1.0268,                0.54541,                 1.0725,                0.96786,                 0.9397,                  0.995,                0.63103,                 1.4036,                0.52287,                 1.2726,             0.00077223,             0.00077223,             0.00077223
                    157,                 1.0353,                0.47825,                 1.0333,                0.96786,                 0.9397,                  0.995,                0.63103,                 1.4036,                0.52287,                 1.2726,             0.00077003,             0.00077003,             0.00077003
                    158,                0.96924,                0.49835,                 1.0358,                0.96718,                0.97392,                  0.995,                0.65752,                 1.3444,                0.47974,                 1.2255,             0.00076783,             0.00076783,             0.00076783
                    159,                0.96049,                 0.4623,                 1.0204,                0.96092,                0.98275,                  0.995,                0.64539,                 1.3745,                0.48196,                 1.2398,             0.00076563,             0.00076563,             0.00076563
                    160,                0.97919,                0.48858,                 1.0552,                0.93589,                0.99533,                  0.995,                0.62573,                 1.4488,                0.50117,                 1.2903,             0.00076343,             0.00076343,             0.00076343
                    161,                0.98665,                0.50191,                  1.016,                0.93589,                0.99533,                  0.995,                0.62573,                 1.4488,                0.50117,                 1.2903,             0.00076123,             0.00076123,             0.00076123
                    162,                0.94372,                  0.486,                0.99972,                0.97584,                0.99493,                  0.995,                0.62861,                 1.4484,                0.50119,                 1.2855,             0.00075904,             0.00075904,             0.00075904
                    163,                0.99642,                0.52438,                 1.0174,                0.98515,                      1,                  0.995,                0.65348,                 1.3758,                0.48894,                  1.253,             0.00075684,             0.00075684,             0.00075684
                    164,                0.94914,                0.50629,                0.99498,                0.98586,                      1,                  0.995,                0.68838,                 1.2655,                 0.4437,                 1.2019,             0.00075464,             0.00075464,             0.00075464
                    165,                 1.0606,                0.49575,                 1.0665,                0.98586,                      1,                  0.995,                0.68838,                 1.2655,                 0.4437,                 1.2019,             0.00075244,             0.00075244,             0.00075244
                    166,                 1.1002,                0.50037,                  1.062,                0.98298,                      1,                  0.995,                0.69203,                 1.2456,                 0.4281,                 1.1987,             0.00075024,             0.00075024,             0.00075024
                    167,                 1.0766,                0.51865,                 1.0496,                 0.9832,                0.98847,                  0.995,                0.68638,                 1.2789,                0.42397,                 1.2202,             0.00074804,             0.00074804,             0.00074804
                    168,                 0.9726,                 0.5065,                 1.0239,                0.98957,                0.99095,                  0.995,                0.62716,                 1.4182,                0.44364,                 1.3101,             0.00074584,             0.00074584,             0.00074584
                    169,                 1.0236,                0.52219,                 1.0651,                0.98957,                0.99095,                  0.995,                0.62716,                 1.4182,                0.44364,                 1.3101,             0.00074364,             0.00074364,             0.00074364
                    170,                 1.0081,                0.49884,                 1.0634,                0.99103,                      1,                  0.995,                0.61895,                 1.5045,                0.44625,                 1.3799,             0.00074144,             0.00074144,             0.00074144
                    171,                 1.0267,                0.50522,                 1.0516,                0.96455,                0.98848,                  0.995,                0.61671,                 1.4442,                0.45415,                 1.3154,             0.00073924,             0.00073924,             0.00073924
                    172,                0.99848,                0.48101,                 1.0176,                0.96118,                 0.9739,                  0.995,                0.65254,                 1.3133,                0.46196,                  1.224,             0.00073704,             0.00073704,             0.00073704
                    173,                0.94742,                 0.4528,                 1.0254,                0.96118,                 0.9739,                  0.995,                0.65254,                 1.3133,                0.46196,                  1.224,             0.00073484,             0.00073484,             0.00073484
                    174,                0.97206,                0.48782,                 1.0729,                0.97103,                0.97437,                  0.995,                 0.6685,                 1.2517,                0.47157,                 1.1815,             0.00073264,             0.00073264,             0.00073264
                    175,                  1.016,                0.49034,                 1.0828,                 0.9832,                      1,                  0.995,                0.68419,                  1.205,                0.42973,                  1.171,             0.00073044,             0.00073044,             0.00073044
                    176,                0.99875,                0.49598,                 1.0611,                0.98418,                      1,                  0.995,                0.67956,                 1.2531,                0.43974,                 1.2042,             0.00072824,             0.00072824,             0.00072824
                    177,                   0.94,                0.47862,                 1.0256,                0.98418,                      1,                  0.995,                0.67956,                 1.2531,                0.43974,                 1.2042,             0.00072604,             0.00072604,             0.00072604
                    178,                0.96444,                0.50126,                  1.014,                0.98837,                      1,                  0.995,                0.66497,                 1.3177,                0.43762,                 1.2398,             0.00072384,             0.00072384,             0.00072384
                    179,                 0.9725,                0.49539,                0.99157,                0.97641,                      1,                  0.995,                0.65204,                 1.3496,                0.43331,                  1.244,             0.00072164,             0.00072164,             0.00072164
                    180,                0.95366,                0.52315,                 1.0367,                 0.9821,                      1,                  0.995,                0.63661,                 1.4029,                0.44948,                 1.2823,             0.00071944,             0.00071944,             0.00071944
                    181,                0.96208,                0.48968,                 1.0198,                 0.9821,                      1,                  0.995,                0.63661,                 1.4029,                0.44948,                 1.2823,             0.00071724,             0.00071724,             0.00071724
                    182,                 0.9106,                0.48739,                0.98548,                0.96392,                0.99411,                   0.99,                0.63458,                 1.4226,                0.45998,                 1.3115,             0.00071504,             0.00071504,             0.00071504
                    183,                0.92154,                0.47266,                 1.0176,                0.96362,                0.99615,                 0.9925,                0.64519,                  1.376,                0.45848,                 1.2824,             0.00071284,             0.00071284,             0.00071284
                    184,                  0.888,                0.45098,                0.99384,                0.96703,                0.96305,                  0.995,                0.66179,                 1.3057,                 0.4541,                 1.2447,             0.00071064,             0.00071064,             0.00071064
                    185,                0.93529,                0.47435,                 1.0468,                0.96703,                0.96305,                  0.995,                0.66179,                 1.3057,                 0.4541,                 1.2447,             0.00070844,             0.00070844,             0.00070844
                    186,                0.94301,                0.46339,                0.97101,                0.97413,                0.97298,                  0.995,                0.68663,                 1.2252,                0.42109,                 1.1932,             0.00070624,             0.00070624,             0.00070624
                    187,                0.91011,                0.45283,                0.99961,                0.99127,                      1,                  0.995,                0.67515,                 1.2551,                0.41672,                 1.2037,             0.00070404,             0.00070404,             0.00070404
                    188,                0.91882,                0.44319,                0.99454,                0.99266,                      1,                  0.995,                 0.6268,                 1.4139,                0.44751,                 1.2965,             0.00070184,             0.00070184,             0.00070184
                    189,                0.90963,                0.44594,                 1.0112,                0.99266,                      1,                  0.995,                 0.6268,                 1.4139,                0.44751,                 1.2965,             0.00069964,             0.00069964,             0.00069964
                    190,                0.90561,                0.46092,                0.99415,                0.99354,                      1,                  0.995,                0.57692,                 1.5704,                0.49988,                 1.3903,             0.00069744,             0.00069744,             0.00069744
                    191,                0.91076,                0.46089,                  1.049,                0.98507,                0.99961,                  0.995,                 0.5869,                 1.5563,                 0.5025,                 1.3885,             0.00069524,             0.00069524,             0.00069524
                    192,                0.88762,                0.46318,                 1.0223,                0.98679,                      1,                  0.995,                0.61352,                 1.4822,                0.46065,                 1.3625,             0.00069304,             0.00069304,             0.00069304
                    193,                0.87746,                0.43707,                 1.0139,                0.98679,                      1,                  0.995,                0.61352,                 1.4822,                0.46065,                 1.3625,             0.00069084,             0.00069084,             0.00069084
                    194,                 0.9368,                0.49806,                 1.0501,                0.98541,                0.97844,                  0.995,                0.60926,                 1.4513,                0.45639,                 1.3672,             0.00068864,             0.00068864,             0.00068864
                    195,                 0.8734,                0.42082,                0.99786,                0.96169,                0.93614,                0.97478,                0.62977,                 1.3799,                0.51717,                 1.3093,             0.00068644,             0.00068644,             0.00068644
                    196,                0.83636,                0.41737,                0.99667,                0.92179,                0.90156,                0.96441,                0.62739,                 1.3674,                0.60108,                 1.2595,             0.00068424,             0.00068424,             0.00068424
                    197,                 0.9099,                0.44258,                 1.0012,                0.92179,                0.90156,                0.96441,                0.62739,                 1.3674,                0.60108,                 1.2595,             0.00068204,             0.00068204,             0.00068204
                    198,                0.90886,                0.49081,                 1.0155,                0.83696,                0.94061,                0.95712,                 0.6094,                 1.4595,                0.69179,                 1.3061,             0.00067984,             0.00067984,             0.00067984
                    199,                0.87186,                0.44338,                 1.0045,                0.91621,                0.86535,                0.96808,                0.59907,                 1.4547,                0.70331,                 1.3014,             0.00067764,             0.00067764,             0.00067764
                    200,                0.91337,                0.48612,                0.97239,                0.91882,                0.88349,                0.96816,                0.59401,                 1.4549,                 0.6754,                 1.3277,             0.00067544,             0.00067544,             0.00067544
                    201,                0.94851,                0.45055,                  1.015,                0.91882,                0.88349,                0.96816,                0.59401,                 1.4549,                 0.6754,                 1.3277,             0.00067324,             0.00067324,             0.00067324
                    202,                0.92416,                0.44449,                0.98896,                0.89537,                0.97887,                0.99047,                0.62425,                 1.4043,                0.59537,                 1.3026,             0.00067104,             0.00067104,             0.00067104
                    203,                0.96051,                0.52741,                 1.0434,                0.97173,                0.92631,                0.99271,                0.66172,                 1.3271,                0.49687,                 1.2185,             0.00066884,             0.00066884,             0.00066884
                    204,                0.84399,                0.43418,                0.99122,                0.97493,                0.95776,                0.99271,                0.67108,                 1.3055,                0.46555,                 1.1984,             0.00066664,             0.00066664,             0.00066664
                    205,                0.90469,                0.43308,                0.96659,                0.97493,                0.95776,                0.99271,                0.67108,                 1.3055,                0.46555,                 1.1984,             0.00066444,             0.00066444,             0.00066444
                    206,                0.95556,                0.48328,                 1.0042,                0.92424,                0.99147,                  0.995,                0.64401,                 1.3762,                0.48925,                 1.2487,             0.00066224,             0.00066224,             0.00066224
                    207,                0.87401,                0.45852,                 1.0207,                0.95141,                0.94391,                  0.995,                0.63491,                 1.3741,                0.50164,                 1.2542,             0.00066005,             0.00066005,             0.00066005
                    208,                0.82088,                0.43975,                0.94778,                0.90461,                0.96611,                 0.9905,                0.61781,                 1.4034,                0.55473,                 1.2873,             0.00065785,             0.00065785,             0.00065785
                    209,                0.84761,                0.42666,                0.97028,                0.90461,                0.96611,                 0.9905,                0.61781,                 1.4034,                0.55473,                 1.2873,             0.00065565,             0.00065565,             0.00065565
                    210,                 0.8994,                0.44639,                 0.9908,                0.93064,                0.96352,                 0.9935,                0.64857,                 1.3779,                0.52116,                 1.2754,             0.00065345,             0.00065345,             0.00065345
                    211,                0.81462,                0.41139,                0.96496,                0.94472,                0.99066,                  0.992,                0.64972,                 1.3535,                0.46228,                 1.2382,             0.00065125,             0.00065125,             0.00065125
                    212,                0.88629,                0.44201,                0.99801,                0.97198,                0.99013,                  0.995,                0.65181,                 1.3776,                0.45017,                 1.2563,             0.00064905,             0.00064905,             0.00064905
                    213,                 0.8986,                0.45977,                0.99939,                0.97198,                0.99013,                  0.995,                0.65181,                 1.3776,                0.45017,                 1.2563,             0.00064685,             0.00064685,             0.00064685
                    214,                0.81299,                0.40619,                0.99274,                0.97937,                0.99248,                  0.995,                0.64861,                 1.4073,                0.45981,                 1.3006,             0.00064465,             0.00064465,             0.00064465
                    215,                0.86446,                0.41787,                  1.003,                0.99021,                      1,                  0.995,                0.62106,                 1.4837,                0.47647,                 1.3535,             0.00064245,             0.00064245,             0.00064245
                    216,                0.82983,                 0.4185,                0.97598,                0.99023,                      1,                  0.995,                0.60621,                 1.5611,                0.48283,                 1.4075,             0.00064025,             0.00064025,             0.00064025
                    217,                0.78572,                0.39153,                0.96089,                0.99023,                      1,                  0.995,                0.60621,                 1.5611,                0.48283,                 1.4075,             0.00063805,             0.00063805,             0.00063805
                    218,                0.83901,                0.40519,                0.99243,                 0.9903,                      1,                  0.995,                0.59065,                 1.6201,                0.49379,                 1.4612,             0.00063585,             0.00063585,             0.00063585
                    219,                0.84565,                0.41726,                 1.0265,                0.99092,                      1,                  0.995,                0.59584,                 1.5645,                0.46006,                 1.4221,             0.00063365,             0.00063365,             0.00063365
                    220,                0.82692,                0.42261,                0.98084,                0.99056,                      1,                  0.995,                 0.6025,                 1.5304,                0.44069,                 1.4123,             0.00063145,             0.00063145,             0.00063145
                    221,                0.79703,                0.37327,                0.98307,                0.99056,                      1,                  0.995,                 0.6025,                 1.5304,                0.44069,                 1.4123,             0.00062925,             0.00062925,             0.00062925
                    222,                0.75947,                0.38271,                0.93303,                0.99196,                      1,                  0.995,                 0.6251,                 1.3872,                0.41892,                 1.3091,             0.00062705,             0.00062705,             0.00062705
                    223,                 0.8492,                0.45087,                 1.0003,                 0.9931,                      1,                  0.995,                0.67271,                 1.2589,                0.40715,                 1.2047,             0.00062485,             0.00062485,             0.00062485
                    224,                0.79359,                0.39365,                0.95647,                0.99063,                      1,                  0.995,                0.68055,                 1.2671,                 0.4135,                 1.2001,             0.00062265,             0.00062265,             0.00062265
                    225,                0.85569,                0.40215,                 1.0017,                0.99063,                      1,                  0.995,                0.68055,                 1.2671,                 0.4135,                 1.2001,             0.00062045,             0.00062045,             0.00062045
                    226,                0.85165,                0.41052,                0.96066,                0.98961,                      1,                  0.995,                0.64322,                 1.3857,                0.44018,                 1.2686,             0.00061825,             0.00061825,             0.00061825
                    227,                0.81756,                0.40912,                 1.0071,                0.99151,                      1,                  0.995,                0.61313,                 1.5003,                0.45598,                 1.3385,             0.00061605,             0.00061605,             0.00061605
                    228,                0.79865,                 0.4149,                0.96645,                0.99276,                      1,                  0.995,                 0.6111,                 1.5187,                0.45891,                 1.3602,             0.00061385,             0.00061385,             0.00061385
                    229,                0.84947,                0.43436,                0.99496,                0.99276,                      1,                  0.995,                 0.6111,                 1.5187,                0.45891,                 1.3602,             0.00061165,             0.00061165,             0.00061165
                    230,                 0.8174,                0.40448,                0.96265,                0.99256,                      1,                  0.995,                0.62855,                 1.4379,                 0.4362,                 1.3171,             0.00060945,             0.00060945,             0.00060945
                    231,                0.77588,                0.40217,                 0.9732,                0.99266,                      1,                  0.995,                0.67366,                 1.2995,                0.39953,                 1.2283,             0.00060725,             0.00060725,             0.00060725
                    232,                0.81961,                 0.4195,                 1.0006,                  0.988,                      1,                  0.995,                0.69386,                  1.242,                0.39771,                 1.1888,             0.00060505,             0.00060505,             0.00060505
                    233,                0.85849,                0.42888,                 0.9896,                  0.988,                      1,                  0.995,                0.69386,                  1.242,                0.39771,                 1.1888,             0.00060285,             0.00060285,             0.00060285
                    234,                0.80322,                0.40269,                0.95947,                0.95909,                0.99489,                  0.995,                 0.6936,                 1.2877,                0.44084,                 1.2148,             0.00060065,             0.00060065,             0.00060065
                    235,                0.77653,                 0.3824,                0.95106,                0.95303,                      1,                  0.995,                0.63276,                 1.4471,                0.49488,                 1.3125,             0.00059845,             0.00059845,             0.00059845
                    236,                0.76508,                 0.3943,                0.94664,                0.98683,                      1,                  0.995,                0.60473,                  1.601,                0.48544,                  1.446,             0.00059625,             0.00059625,             0.00059625
                    237,                0.77858,                0.38538,                0.95906,                0.98683,                      1,                  0.995,                0.60473,                  1.601,                0.48544,                  1.446,             0.00059405,             0.00059405,             0.00059405
                    238,                0.80283,                0.38434,                0.98875,                0.99359,                0.97873,                  0.995,                0.58309,                 1.6731,                0.50405,                 1.5191,             0.00059185,             0.00059185,             0.00059185
                    239,                0.86627,                0.40944,                 1.0022,                0.98607,                0.97657,                  0.995,                0.59575,                 1.5982,                0.49683,                 1.4442,             0.00058965,             0.00058965,             0.00058965
                    240,                0.88637,                0.50411,                 1.0143,                0.98373,                0.99595,                  0.995,                0.64052,                 1.4463,                0.41965,                 1.3118,             0.00058745,             0.00058745,             0.00058745
                    241,                0.77291,                0.39171,                0.95924,                0.98373,                0.99595,                  0.995,                0.64052,                 1.4463,                0.41965,                 1.3118,             0.00058525,             0.00058525,             0.00058525
                    242,                0.81515,                0.41516,                  1.011,                0.99185,                      1,                  0.995,                 0.6655,                 1.3565,                0.40742,                 1.2491,             0.00058305,             0.00058305,             0.00058305
                    243,                0.78305,                 0.3988,                0.96611,                0.98613,                0.98792,                  0.995,                0.66852,                 1.3378,                0.42021,                 1.2411,             0.00058085,             0.00058085,             0.00058085
                    244,                0.81389,                0.40058,                0.96198,                0.98956,                      1,                  0.995,                 0.6786,                  1.287,                0.40051,                 1.2218,             0.00057865,             0.00057865,             0.00057865
                    245,                0.75201,                0.41385,                0.94384,                0.98956,                      1,                  0.995,                 0.6786,                  1.287,                0.40051,                 1.2218,             0.00057645,             0.00057645,             0.00057645
                    246,                0.80322,                0.39763,                  0.956,                0.97627,                      1,                  0.995,                0.67601,                 1.3048,                0.42041,                 1.2296,             0.00057425,             0.00057425,             0.00057425
                    247,                 0.8272,                0.44796,                0.99624,                0.97608,                      1,                  0.995,                0.65978,                 1.3501,                0.42665,                 1.2485,             0.00057205,             0.00057205,             0.00057205
                    248,                 0.8254,                0.39699,                0.98112,                0.98456,                      1,                  0.995,                0.64146,                 1.4239,                0.42481,                 1.3069,             0.00056985,             0.00056985,             0.00056985
                    249,                0.72262,                0.40082,                 0.9589,                0.98456,                      1,                  0.995,                0.64146,                 1.4239,                0.42481,                 1.3069,             0.00056765,             0.00056765,             0.00056765
                    250,                0.76664,                0.35756,                0.93284,                   0.99,                      1,                  0.995,                0.63047,                  1.462,                0.42665,                 1.3491,             0.00056545,             0.00056545,             0.00056545
                    251,                 0.8337,                0.40286,                 1.0155,                0.99174,                      1,                  0.995,                0.63604,                 1.4248,                0.41114,                 1.3174,             0.00056325,             0.00056325,             0.00056325
                    252,                0.80816,                0.39135,                 0.9815,                0.99362,                      1,                  0.995,                0.65902,                 1.3841,                0.40153,                 1.2779,             0.00056105,             0.00056105,             0.00056105
                    253,                0.74294,                0.38585,                0.95609,                0.99362,                      1,                  0.995,                0.65902,                 1.3841,                0.40153,                 1.2779,             0.00055886,             0.00055886,             0.00055886
                    254,                0.78468,                0.37783,                0.97274,                0.99138,                      1,                  0.995,                0.63498,                 1.4267,                 0.4038,                 1.3152,             0.00055666,             0.00055666,             0.00055666
                    255,                0.76536,                0.37042,                0.95845,                0.99069,                      1,                  0.995,                0.60732,                 1.4824,                0.42242,                 1.3649,             0.00055446,             0.00055446,             0.00055446
                    256,                0.81276,                 0.4007,                0.96645,                 0.9814,                0.99398,                  0.995,                0.61832,                 1.5006,                0.44068,                 1.4015,             0.00055226,             0.00055226,             0.00055226
                    257,                0.76177,                0.36989,                0.95729,                 0.9814,                0.99398,                  0.995,                0.61832,                 1.5006,                0.44068,                 1.4015,             0.00055006,             0.00055006,             0.00055006
                    258,                0.71649,                0.35682,                0.94638,                0.96002,                0.98187,                 0.9935,                 0.6169,                 1.4886,                0.46319,                 1.3964,             0.00054786,             0.00054786,             0.00054786
                    259,                 0.7423,                0.38596,                0.93486,                0.95908,                0.97406,                  0.995,                0.65346,                 1.3965,                0.47417,                 1.3281,             0.00054566,             0.00054566,             0.00054566
                    260,                0.74482,                0.36945,                0.96757,                0.96954,                0.97351,                  0.995,                0.66799,                 1.2977,                0.44865,                 1.2446,             0.00054346,             0.00054346,             0.00054346
                    261,                0.77248,                0.38036,                0.95789,                0.96954,                0.97351,                  0.995,                0.66799,                 1.2977,                0.44865,                 1.2446,             0.00054126,             0.00054126,             0.00054126
                    262,                0.76646,                0.37253,                0.94899,                0.98259,                0.97401,                  0.995,                0.67701,                 1.2596,                 0.4271,                 1.2076,             0.00053906,             0.00053906,             0.00053906
                    263,                0.74415,                0.43873,                0.97899,                0.97573,                0.99567,                  0.995,                0.66999,                 1.3005,                0.41153,                 1.2347,             0.00053686,             0.00053686,             0.00053686
                    264,                0.74097,                0.37169,                0.93006,                0.98472,                      1,                  0.995,                0.62899,                 1.4187,                0.44712,                 1.3466,             0.00053466,             0.00053466,             0.00053466
                    265,                0.82366,                0.41672,                  1.004,                0.98472,                      1,                  0.995,                0.62899,                 1.4187,                0.44712,                 1.3466,             0.00053246,             0.00053246,             0.00053246
                    266,                0.77655,                0.40816,                0.96706,                0.98316,                0.99471,                  0.995,                0.62622,                  1.475,                0.46032,                 1.4114,             0.00053026,             0.00053026,             0.00053026
                    267,                0.79528,                0.39163,                0.98636,                0.97773,                0.98649,                  0.995,                0.62616,                 1.4403,                0.44648,                 1.3781,             0.00052806,             0.00052806,             0.00052806
                    268,                0.70758,                0.37281,                0.92347,                0.96657,                 0.9904,                  0.995,                0.64265,                 1.4059,                0.43707,                 1.3358,             0.00052586,             0.00052586,             0.00052586
                    269,                0.74608,                0.39367,                0.93352,                0.96657,                 0.9904,                  0.995,                0.64265,                 1.4059,                0.43707,                 1.3358,             0.00052366,             0.00052366,             0.00052366
                    270,                0.71855,                0.37592,                0.93792,                0.96156,                0.99732,                  0.995,                0.66381,                 1.3544,                0.42024,                 1.3061,             0.00052146,             0.00052146,             0.00052146
                    271,                0.72887,                  0.374,                0.93775,                 0.9719,                      1,                  0.995,                0.64601,                 1.3622,                0.42955,                 1.3177,             0.00051926,             0.00051926,             0.00051926
                    272,                0.71765,                0.36941,                0.94675,                0.98611,                 0.9786,                  0.995,                0.63735,                 1.4263,                0.44562,                 1.3687,             0.00051706,             0.00051706,             0.00051706
                    273,                0.73572,                0.37914,                0.97619,                0.98611,                 0.9786,                  0.995,                0.63735,                 1.4263,                0.44562,                 1.3687,             0.00051486,             0.00051486,             0.00051486
                    274,                0.65923,                0.35271,                 0.8911,                0.97786,                0.97676,                0.99377,                 0.6302,                 1.4745,                0.48662,                 1.4082,             0.00051266,             0.00051266,             0.00051266
                    275,                0.72346,                0.37454,                0.93188,                0.97343,                0.97621,                0.98731,                0.61855,                  1.491,                0.51184,                 1.4165,             0.00051046,             0.00051046,             0.00051046
                    276,                 0.7503,                0.37498,                0.97188,                0.95793,                0.97566,                0.98992,                0.63934,                 1.4303,                0.49833,                  1.366,             0.00050826,             0.00050826,             0.00050826
                    277,                0.69151,                 0.3661,                0.90742,                0.95793,                0.97566,                0.98992,                0.63934,                 1.4303,                0.49833,                  1.366,             0.00050606,             0.00050606,             0.00050606
                    278,                0.76884,                 0.3792,                0.97143,                0.92913,                0.95936,                  0.995,                0.65704,                  1.379,                0.48055,                 1.3183,             0.00050386,             0.00050386,             0.00050386
                    279,                0.71799,                0.38642,                0.93874,                0.87779,                0.98628,                  0.995,                0.66085,                 1.3424,                0.47567,                 1.2916,             0.00050166,             0.00050166,             0.00050166
                    280,                0.72166,                0.38251,                0.92993,                0.96806,                0.97672,                  0.995,                 0.6407,                 1.3785,                0.43202,                 1.3182,             0.00049946,             0.00049946,             0.00049946
                    281,                0.66293,                0.36828,                0.92219,                0.96806,                0.97672,                  0.995,                 0.6407,                 1.3785,                0.43202,                 1.3182,             0.00049726,             0.00049726,             0.00049726
                    282,                0.70994,                0.37232,                0.92698,                0.98862,                0.97901,                  0.995,                0.61907,                 1.4535,                 0.4432,                 1.3618,             0.00049506,             0.00049506,             0.00049506
                    283,                0.65239,                0.34527,                0.91976,                0.99193,                      1,                  0.995,                0.60637,                 1.4796,                0.44668,                 1.3809,             0.00049286,             0.00049286,             0.00049286
                    284,                0.65408,                0.33775,                0.92633,                0.99107,                      1,                  0.995,                0.62107,                 1.4591,                0.44521,                 1.3744,             0.00049066,             0.00049066,             0.00049066
                    285,                0.72243,                0.37073,                 0.9309,                0.99107,                      1,                  0.995,                0.62107,                 1.4591,                0.44521,                 1.3744,             0.00048846,             0.00048846,             0.00048846
                    286,                 0.7077,                0.38342,                 0.9318,                0.99173,                      1,                  0.995,                0.63665,                  1.424,                 0.4362,                 1.3559,             0.00048626,             0.00048626,             0.00048626
                    287,                0.69778,                0.37404,                0.94294,                0.99326,                      1,                  0.995,                0.62506,                 1.4197,                  0.431,                 1.3716,             0.00048406,             0.00048406,             0.00048406
                    288,                0.69112,                0.33916,                0.92615,                0.99399,                      1,                  0.995,                0.63027,                 1.4083,                0.42231,                  1.358,             0.00048186,             0.00048186,             0.00048186
                    289,                0.66609,                0.34272,                0.94665,                0.99399,                      1,                  0.995,                0.63027,                 1.4083,                0.42231,                  1.358,             0.00047966,             0.00047966,             0.00047966
                    290,                0.64048,                0.32814,                0.92108,                0.99383,                      1,                  0.995,                0.62205,                 1.4365,                0.42096,                 1.3729,             0.00047746,             0.00047746,             0.00047746
                    291,                0.68994,                0.34367,                0.94944,                0.99399,                      1,                  0.995,                0.62254,                 1.4526,                0.42723,                  1.373,             0.00047526,             0.00047526,             0.00047526
                    292,                0.71162,                0.37288,                0.92183,                0.99168,                      1,                  0.995,                0.63144,                 1.4599,                0.43391,                 1.3771,             0.00047306,             0.00047306,             0.00047306
                    293,                0.62315,                0.34936,                0.90978,                0.99168,                      1,                  0.995,                0.63144,                 1.4599,                0.43391,                 1.3771,             0.00047086,             0.00047086,             0.00047086
                    294,                0.64372,                0.34948,                0.92119,                 0.9937,                0.97944,                  0.995,                0.63427,                 1.4305,                0.43073,                  1.355,             0.00046866,             0.00046866,             0.00046866
                    295,                0.61963,                0.34043,                0.89212,                 0.9925,                0.98014,                  0.995,                0.64027,                 1.4398,                0.43689,                 1.3666,             0.00046646,             0.00046646,             0.00046646
                    296,                 0.6317,                0.33218,                0.90496,                0.99416,                0.98141,                  0.995,                 0.6429,                 1.4329,                0.43416,                 1.3698,             0.00046426,             0.00046426,             0.00046426
                    297,                0.66617,                0.35203,                0.93491,                0.99416,                0.98141,                  0.995,                 0.6429,                 1.4329,                0.43416,                 1.3698,             0.00046206,             0.00046206,             0.00046206
                    298,                0.64269,                0.33783,                0.91585,                0.98283,                0.99338,                  0.995,                0.63798,                 1.4392,                0.43289,                 1.3865,             0.00045987,             0.00045987,             0.00045987
                    299,                0.68142,                0.35145,                0.91171,                0.98643,                0.99756,                  0.995,                0.63198,                 1.4376,                0.43235,                 1.3874,             0.00045767,             0.00045767,             0.00045767
                    300,                0.69232,                0.36384,                0.93907,                0.98915,                      1,                  0.995,                0.62753,                 1.4041,                0.42439,                 1.3609,             0.00045547,             0.00045547,             0.00045547
                    301,                0.62017,                0.33345,                0.92338,                0.98915,                      1,                  0.995,                0.62753,                 1.4041,                0.42439,                 1.3609,             0.00045327,             0.00045327,             0.00045327
                    302,                0.62992,                0.33942,                0.93187,                0.99002,                      1,                  0.995,                0.64848,                 1.3587,                0.41315,                 1.3162,             0.00045107,             0.00045107,             0.00045107
                    303,                0.65427,                0.36358,                0.90808,                0.99343,                      1,                  0.995,                 0.6581,                 1.3491,                0.41057,                 1.3111,             0.00044887,             0.00044887,             0.00044887
                    304,                0.68132,                0.34525,                0.93268,                0.99411,                      1,                  0.995,                0.65227,                  1.363,                0.41739,                 1.3248,             0.00044667,             0.00044667,             0.00044667
                    305,                0.66249,                0.34631,                0.89249,                0.99411,                      1,                  0.995,                0.65227,                  1.363,                0.41739,                 1.3248,             0.00044447,             0.00044447,             0.00044447
                    306,                0.64759,                0.32629,                0.91073,                0.99426,                      1,                  0.995,                 0.6445,                 1.3504,                0.40977,                 1.3141,             0.00044227,             0.00044227,             0.00044227
                    307,                0.69791,                0.38074,                0.94245,                0.99248,                      1,                  0.995,                0.64281,                 1.3672,                0.40623,                 1.3194,             0.00044007,             0.00044007,             0.00044007
