                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    469,                0.39389,                0.24238,                 0.8544,                0.99385,                      1,                  0.995,                0.65169,                 1.3841,                0.41363,                 1.3923,             8.3703e-05,             8.3703e-05,             8.3703e-05
                    470,                0.37968,                0.23222,                0.84721,                0.99387,                      1,                  0.995,                0.65903,                 1.3792,                0.41436,                 1.3857,             8.1503e-05,             8.1503e-05,             8.1503e-05
                    471,                0.41508,                0.27023,                 0.8764,                0.99385,                      1,                  0.995,                0.66135,                 1.3726,                 0.4169,                 1.3803,             7.9303e-05,             7.9303e-05,             7.9303e-05
                    472,                0.38369,                0.24152,                0.84888,                0.99391,                      1,                  0.995,                0.66608,                 1.3719,                0.41339,                 1.3803,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    473,                0.38575,                0.23971,                 0.8419,                0.99391,                      1,                  0.995,                0.66608,                 1.3719,                0.41339,                 1.3803,             7.4904e-05,             7.4904e-05,             7.4904e-05
                    474,                0.41417,                 0.2565,                0.86489,                0.99382,                      1,                  0.995,                0.66459,                 1.3703,                0.41398,                 1.3803,             7.2704e-05,             7.2704e-05,             7.2704e-05
                    475,                0.40089,                0.24512,                0.86063,                0.99369,                      1,                  0.995,                 0.6557,                  1.374,                0.41427,                  1.383,             7.0504e-05,             7.0504e-05,             7.0504e-05
                    476,                0.44854,                0.26612,                0.88265,                0.99366,                      1,                  0.995,                0.66202,                 1.3791,                0.41525,                 1.3874,             6.8304e-05,             6.8304e-05,             6.8304e-05
                    477,                0.39112,                0.24913,                0.85103,                0.99366,                      1,                  0.995,                0.66202,                 1.3791,                0.41525,                 1.3874,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    478,                0.38427,                0.24428,                0.83219,                0.99363,                      1,                  0.995,                0.65409,                 1.3826,                0.42153,                   1.39,             6.3905e-05,             6.3905e-05,             6.3905e-05
                    479,                0.36496,                0.23165,                0.85047,                0.99363,                      1,                  0.995,                0.65724,                 1.3862,                0.42371,                 1.3891,             6.1705e-05,             6.1705e-05,             6.1705e-05
                    480,                0.39756,                0.25341,                 0.8457,                0.99363,                      1,                  0.995,                0.65193,                 1.3892,                0.42447,                 1.3896,             5.9505e-05,             5.9505e-05,             5.9505e-05
                    481,                0.37727,                0.24333,                 0.8443,                0.99363,                      1,                  0.995,                0.65193,                 1.3892,                0.42447,                 1.3896,             5.7305e-05,             5.7305e-05,             5.7305e-05
                    482,                0.40756,                0.26773,                0.85441,                0.99355,                      1,                  0.995,                0.65038,                 1.3899,                0.42581,                 1.3919,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    483,                  0.413,                0.24379,                0.85939,                0.99356,                      1,                  0.995,                0.64923,                 1.3905,                0.42783,                 1.3968,             5.2906e-05,             5.2906e-05,             5.2906e-05
                    484,                0.42332,                0.28061,                0.86387,                0.99362,                      1,                  0.995,                0.65641,                 1.3924,                0.42612,                 1.4053,             5.0706e-05,             5.0706e-05,             5.0706e-05
                    485,                0.42625,                0.25475,                0.86228,                0.99362,                      1,                  0.995,                0.65641,                 1.3924,                0.42612,                 1.4053,             4.8506e-05,             4.8506e-05,             4.8506e-05
                    486,                 0.4015,                0.26143,                0.85063,                0.99366,                      1,                  0.995,                0.65369,                 1.3908,                0.42466,                 1.4109,             4.6306e-05,             4.6306e-05,             4.6306e-05
                    487,                0.39259,                0.24243,                0.85832,                0.99372,                      1,                  0.995,                0.65724,                 1.3907,                0.42643,                 1.4172,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    488,                0.38878,                0.26605,                0.86294,                0.99379,                      1,                  0.995,                0.65401,                 1.3909,                0.42523,                 1.4208,             4.1907e-05,             4.1907e-05,             4.1907e-05
                    489,                0.39399,                0.26079,                0.84885,                0.99379,                      1,                  0.995,                0.65401,                 1.3909,                0.42523,                 1.4208,             3.9707e-05,             3.9707e-05,             3.9707e-05
                    490,                0.37998,                0.23866,                0.84901,                0.99381,                      1,                  0.995,                0.65305,                 1.3909,                0.42651,                 1.4234,             3.7507e-05,             3.7507e-05,             3.7507e-05
                    491,                0.35053,                0.22082,                0.80456,                0.99393,                      1,                  0.995,                0.65438,                  1.391,                0.42264,                  1.428,             3.5308e-05,             3.5308e-05,             3.5308e-05
                    492,                 0.3814,                0.21461,                0.84952,                  0.994,                      1,                  0.995,                0.65046,                   1.39,                0.42329,                 1.4334,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    493,                0.32988,                0.19424,                0.82883,                  0.994,                      1,                  0.995,                0.65046,                   1.39,                0.42329,                 1.4334,             3.0908e-05,             3.0908e-05,             3.0908e-05
                    494,                 0.3049,                0.19691,                0.81009,                0.99391,                      1,                  0.995,                0.64983,                 1.3881,                0.42138,                 1.4391,             2.8708e-05,             2.8708e-05,             2.8708e-05
                    495,                 0.3422,                0.19686,                0.82981,                0.99394,                      1,                  0.995,                0.64841,                 1.3841,                0.42138,                 1.4413,             2.6508e-05,             2.6508e-05,             2.6508e-05
                    496,                0.32085,                0.20877,                0.80895,                  0.994,                      1,                  0.995,                0.64752,                 1.3843,                0.41903,                 1.4448,             2.4309e-05,             2.4309e-05,             2.4309e-05
                    497,                0.30511,                0.18523,                0.81087,                  0.994,                      1,                  0.995,                0.64752,                 1.3843,                0.41903,                 1.4448,             2.2109e-05,             2.2109e-05,             2.2109e-05
                    498,                0.31886,                0.21715,                0.82198,                0.99391,                      1,                  0.995,                0.64888,                 1.3841,                0.41717,                 1.4482,             1.9909e-05,             1.9909e-05,             1.9909e-05
                    499,                0.30819,                0.20696,                0.80817,                 0.9938,                      1,                  0.995,                0.64958,                 1.3839,                0.41754,                  1.452,             1.7709e-05,             1.7709e-05,             1.7709e-05
                    500,                0.29283,                0.18546,                0.79861,                0.99372,                      1,                  0.995,                0.64977,                 1.3843,                0.41663,                 1.4577,              1.551e-05,              1.551e-05,              1.551e-05
